n,data_inserimento,partito,valore
1067,2014-03-20,Forza Italia,21.0
1067,2014-03-20,Fratelli d'Italia,2.8
1067,2014-03-20,Lega,4.0
1067,2014-03-20,Movimento 5 Stelle,22.8
1067,2014-03-20,Altri,4.5
1068,2014-03-18,Partito Democratico,31.9
1068,2014-03-18,Forza Italia,20.8
1068,2014-03-18,Fratelli d'Italia,3.1
1068,2014-03-18,Lega,4.5
1068,2014-03-18,Movimento 5 Stelle,22.1
1068,2014-03-18,Altri,11.1
1069,2014-03-17,Partito Democratico,32.9
1069,2014-03-17,Forza Italia,23.0
1069,2014-03-17,Fratelli d'Italia,3.2
1069,2014-03-17,Lega,4.6
1069,2014-03-17,Movimento 5 Stelle,18.9
1069,2014-03-17,Altri,12.6
1070,2014-03-14,Partito Democratico,28.5
1070,2014-03-14,Forza Italia,23.5
1070,2014-03-14,Fratelli d'Italia,2.7
1070,2014-03-14,Lega,4.4
1070,2014-03-14,Movimento 5 Stelle,23.1
1070,2014-03-14,Altri,11.6
1071,2014-03-12,Partito Democratico,31.1
1071,2014-03-12,Forza Italia,22.0
1071,2014-03-12,Fratelli d'Italia,2.8
1071,2014-03-12,Lega,4.0
1071,2014-03-12,Movimento 5 Stelle,22.5
1071,2014-03-12,Altri,4.5
1072,2014-03-11,Partito Democratico,29.1
1072,2014-03-11,Forza Italia,22.8
1072,2014-03-11,Fratelli d'Italia,2.7
1072,2014-03-11,Lega,4.4
1072,2014-03-11,Movimento 5 Stelle,20.5
1072,2014-03-11,Altri,7.8
1073,2014-03-11,Partito Democratico,30.4
1073,2014-03-11,Forza Italia,21.0
1073,2014-03-11,Fratelli d'Italia,3.2
1073,2014-03-11,Lega,4.2
1073,2014-03-11,Movimento 5 Stelle,23.8
1073,2014-03-11,Altri,6.5
1074,2014-03-10,Partito Democratico,29.3
1074,2014-03-10,Forza Italia,22.0
1074,2014-03-10,Fratelli d'Italia,2.5
1074,2014-03-10,Lega,4.0
1074,2014-03-10,Movimento 5 Stelle,23.2
1074,2014-03-10,Altri,8.0
1075,2014-03-06,Partito Democratico,31.3
1075,2014-03-06,Forza Italia,22.3
1075,2014-03-06,Fratelli d'Italia,2.3
1075,2014-03-06,Lega,3.7
1075,2014-03-06,Movimento 5 Stelle,22.2
1075,2014-03-06,Altri,4.6
1077,2014-03-05,Partito Democratico,52.2
1077,2014-03-05,Forza Italia,47.8
1077,2014-03-05,Altri,0.0
1078,2014-03-04,Partito Democratico,30.6
1078,2014-03-04,Forza Italia,21.9
1078,2014-03-04,Fratelli d'Italia,2.9
1078,2014-03-04,Lega,3.7
1078,2014-03-04,Movimento 5 Stelle,23.1
1078,2014-03-04,Altri,12.4
1079,2014-02-27,Partito Democratico,29.5
1079,2014-02-27,Forza Italia,22.0
1079,2014-02-27,Fratelli d'Italia,2.5
1079,2014-02-27,Lega,4.0
1079,2014-02-27,Movimento 5 Stelle,23.7
1079,2014-02-27,Altri,5.0
1080,2014-02-26,Partito Democratico,34.5
1080,2014-02-26,Forza Italia,19.5
1080,2014-02-26,Fratelli d'Italia,2.5
1080,2014-02-26,Lega,3.5
1080,2014-02-26,Movimento 5 Stelle,18.5
1080,2014-02-26,Altri,6.0
1081,2014-02-26,Partito Democratico,30.0
1081,2014-02-26,Forza Italia,22.5
1081,2014-02-26,Fratelli d'Italia,2.2
1081,2014-02-26,Lega,3.8
1081,2014-02-26,Movimento 5 Stelle,22.7
1081,2014-02-26,Altri,12.1
1082,2014-02-25,Partito Democratico,29.2
1082,2014-02-25,Forza Italia,23.0
1082,2014-02-25,Fratelli d'Italia,2.5
1082,2014-02-25,Lega,4.1
1082,2014-02-25,Movimento 5 Stelle,22.7
1082,2014-02-25,Altri,3.6
1083,2014-02-25,Partito Democratico,29.8
1083,2014-02-25,Forza Italia,22.0
1083,2014-02-25,Fratelli d'Italia,2.8
1083,2014-02-25,Lega,3.8
1083,2014-02-25,Movimento 5 Stelle,23.6
1083,2014-02-25,Altri,10.5
1084,2014-02-20,Partito Democratico,29.5
1084,2014-02-20,Forza Italia,22.5
1084,2014-02-20,Fratelli d'Italia,2.5
1084,2014-02-20,Lega,4.0
1084,2014-02-20,Movimento 5 Stelle,23.0
1084,2014-02-20,Altri,7.5
1085,2014-02-20,Partito Democratico,29.9
1085,2014-02-20,Forza Italia,23.0
1085,2014-02-20,Fratelli d'Italia,2.3
1085,2014-02-20,Lega,4.5
1085,2014-02-20,Movimento 5 Stelle,22.0
1085,2014-02-20,Altri,8.0
1086,2014-02-19,Partito Democratico,29.8
1086,2014-02-19,Forza Italia,22.5
1086,2014-02-19,Fratelli d'Italia,2.2
1086,2014-02-19,Lega,3.8
1086,2014-02-19,Movimento 5 Stelle,22.1
1086,2014-02-19,Altri,4.7
1087,2014-02-18,Partito Democratico,29.4
1087,2014-02-18,Forza Italia,21.2
1087,2014-02-18,Fratelli d'Italia,3.0
1087,2014-02-18,Alleanza Verdi Sinistra,0.7
1087,2014-02-18,Lega,4.2
1087,2014-02-18,Movimento 5 Stelle,23.7
1087,2014-02-18,Altri,12.5
1088,2014-02-14,Partito Democratico,33.5
1088,2014-02-14,Forza Italia,22.8
1088,2014-02-14,Fratelli d'Italia,1.8
1088,2014-02-14,Lega,3.6
1088,2014-02-14,Movimento 5 Stelle,21.7
1088,2014-02-14,Italia Viva,0.9
1088,2014-02-14,Altri,2.4
1089,2014-02-13,Partito Democratico,31.8
1089,2014-02-13,Forza Italia,22.5
1089,2014-02-13,Fratelli d'Italia,2.1
1089,2014-02-13,Lega,3.6
1089,2014-02-13,Movimento 5 Stelle,21.3
1089,2014-02-13,Altri,4.9
1090,2014-02-12,Partito Democratico,31.0
1090,2014-02-12,Forza Italia,22.5
1090,2014-02-12,Fratelli d'Italia,2.0
1090,2014-02-12,Lega,3.5
1090,2014-02-12,Movimento 5 Stelle,22.5
1090,2014-02-12,Altri,5.5
1091,2014-02-11,Partito Democratico,29.7
1091,2014-02-11,Forza Italia,21.0
1091,2014-02-11,Fratelli d'Italia,3.2
1091,2014-02-11,Lega,3.9
1091,2014-02-11,Movimento 5 Stelle,24.0
1091,2014-02-11,Altri,6.8
1092,2014-02-06,Partito Democratico,32.0
1092,2014-02-06,Forza Italia,22.5
1092,2014-02-06,Fratelli d'Italia,2.0
1092,2014-02-06,Lega,3.5
1092,2014-02-06,Movimento 5 Stelle,21.0
1092,2014-02-06,Altri,12.0
1093,2014-02-04,Partito Democratico,28.7
1093,2014-02-04,Forza Italia,22.5
1093,2014-02-04,Fratelli d'Italia,2.1
1093,2014-02-04,Lega,3.9
1093,2014-02-04,Movimento 5 Stelle,22.3
1093,2014-02-04,Altri,6.1
1094,2014-02-04,Partito Democratico,29.0
1094,2014-02-04,Forza Italia,21.4
1094,2014-02-04,Fratelli d'Italia,2.8
1094,2014-02-04,Lega,3.7
1094,2014-02-04,Movimento 5 Stelle,24.1
1094,2014-02-04,Altri,9.4
1095,2014-01-30,Partito Democratico,32.0
1095,2014-01-30,Forza Italia,22.3
1095,2014-01-30,Fratelli d'Italia,2.2
1095,2014-01-30,Lega,3.5
1095,2014-01-30,Movimento 5 Stelle,20.0
1095,2014-01-30,Altri,4.9
1096,2014-01-29,Partito Democratico,32.5
1096,2014-01-29,Forza Italia,21.0
1096,2014-01-29,Fratelli d'Italia,2.5
1096,2014-01-29,Lega,3.7
1096,2014-01-29,Movimento 5 Stelle,21.0
1096,2014-01-29,Altri,8.3
1097,2014-01-29,Partito Democratico,28.5
1097,2014-01-29,Forza Italia,22.3
1097,2014-01-29,Fratelli d'Italia,2.2
1097,2014-01-29,Lega,4.1
1097,2014-01-29,Movimento 5 Stelle,22.1
1097,2014-01-29,Altri,6.2
1098,2014-01-28,Partito Democratico,29.2
1098,2014-01-28,Forza Italia,21.6
1098,2014-01-28,Fratelli d'Italia,2.6
1098,2014-01-28,Lega,4.0
1098,2014-01-28,Movimento 5 Stelle,23.6
1098,2014-01-28,Altri,12.9
1099,2014-01-22,Partito Democratico,32.3
1099,2014-01-22,Forza Italia,22.0
1099,2014-01-22,Fratelli d'Italia,2.05
1099,2014-01-22,Lega,3.5
1099,2014-01-22,Movimento 5 Stelle,19.3
1099,2014-01-22,Altri,7.2
1100,2014-01-21,Partito Democratico,29.1
1100,2014-01-21,Forza Italia,22.0
1100,2014-01-21,Fratelli d'Italia,2.3
1100,2014-01-21,Lega,4.4
1100,2014-01-21,Movimento 5 Stelle,21.8
1100,2014-01-21,Altri,5.5
1101,2014-01-16,Partito Democratico,32.0
1101,2014-01-16,Forza Italia,22.0
1101,2014-01-16,Fratelli d'Italia,2.2
1101,2014-01-16,Lega,3.5
1101,2014-01-16,Movimento 5 Stelle,19.4
1101,2014-01-16,Altri,6.2
1102,2014-01-15,Partito Democratico,29.5
1102,2014-01-15,Forza Italia,21.6
1102,2014-01-15,Fratelli d'Italia,2.5
1102,2014-01-15,Lega,4.5
1102,2014-01-15,Movimento 5 Stelle,21.4
1102,2014-01-15,Altri,10.4
1103,2014-01-13,Partito Democratico,33.9
1103,2014-01-13,Forza Italia,21.0
1103,2014-01-13,Fratelli d'Italia,2.5
1103,2014-01-13,Lega,4.7
1103,2014-01-13,Movimento 5 Stelle,20.0
1103,2014-01-13,Altri,12.9
1104,2013-12-23,Partito Democratico,29.3
1104,2013-12-23,Forza Italia,19.8
1104,2013-12-23,Fratelli d'Italia,3.2
1104,2013-12-23,Lega,5.4
1104,2013-12-23,Movimento 5 Stelle,23.6
1104,2013-12-23,Altri,6.4
1105,2013-12-20,Partito Democratico,32.5
1105,2013-12-20,Forza Italia,20.3
1105,2013-12-20,Fratelli d'Italia,2.2
1105,2013-12-20,Lega,3.5
1105,2013-12-20,Movimento 5 Stelle,21.2
1105,2013-12-20,Italia Viva,1.4
1105,2013-12-20,Altri,0.7
1106,2013-12-20,Partito Democratico,32.0
1106,2013-12-20,Forza Italia,20.5
1106,2013-12-20,Fratelli d'Italia,2.5
1106,2013-12-20,Lega,3.7
1106,2013-12-20,Movimento 5 Stelle,21.0
1106,2013-12-20,Altri,5.8
1107,2013-12-18,Partito Democratico,30.6
1107,2013-12-18,Forza Italia,21.0
1107,2013-12-18,Fratelli d'Italia,2.0
1107,2013-12-18,Lega,3.6
1107,2013-12-18,Movimento 5 Stelle,21.7
1107,2013-12-18,Altri,15.0
1108,2013-12-17,Partito Democratico,31.0
1108,2013-12-17,Forza Italia,21.1
1108,2013-12-17,Fratelli d'Italia,2.6
1108,2013-12-17,Lega,3.3
1108,2013-12-17,Movimento 5 Stelle,21.7
1108,2013-12-17,Altri,10.0
1109,2013-12-17,Partito Democratico,28.0
1109,2013-12-17,Forza Italia,21.4
1109,2013-12-17,Fratelli d'Italia,2.4
1109,2013-12-17,Lega,4.3
1109,2013-12-17,Movimento 5 Stelle,22.5
1109,2013-12-17,Altri,6.3
1110,2013-12-16,Partito Democratico,31.0
1110,2013-12-16,Forza Italia,20.5
1110,2013-12-16,Fratelli d'Italia,2.5
1110,2013-12-16,Lega,3.5
1110,2013-12-16,Movimento 5 Stelle,21.0
1110,2013-12-16,Altri,7.5
1111,2013-12-16,Partito Democratico,35.6
1111,2013-12-16,Forza Italia,18.9
1111,2013-12-16,Fratelli d'Italia,2.8
1111,2013-12-16,Lega,5.5
1111,2013-12-16,Movimento 5 Stelle,18.1
1111,2013-12-16,Altri,15.0
1112,2013-12-12,Partito Democratico,30.2
1112,2013-12-12,Forza Italia,20.2
1112,2013-12-12,Fratelli d'Italia,2.0
1112,2013-12-12,Lega,3.5
1112,2013-12-12,Movimento 5 Stelle,21.9
1112,2013-12-12,Altri,15.8
1113,2013-12-10,Partito Democratico,29.6
1113,2013-12-10,Forza Italia,20.6
1113,2013-12-10,Fratelli d'Italia,2.9
1113,2013-12-10,Lega,3.8
1113,2013-12-10,Movimento 5 Stelle,22.3
1113,2013-12-10,Altri,8.8
1114,2013-12-05,Partito Democratico,28.5
1114,2013-12-05,Forza Italia,20.0
1114,2013-12-05,Fratelli d'Italia,2.5
1114,2013-12-05,Lega,3.7
1114,2013-12-05,Movimento 5 Stelle,23.0
1114,2013-12-05,Altri,8.0
1115,2013-12-05,Partito Democratico,28.5
1115,2013-12-05,Forza Italia,20.0
1115,2013-12-05,Fratelli d'Italia,2.1
1115,2013-12-05,Lega,3.4
1115,2013-12-05,Movimento 5 Stelle,22.2
1115,2013-12-05,Altri,5.4
1116,2013-12-03,Partito Democratico,25.8
1116,2013-12-03,Forza Italia,22.0
1116,2013-12-03,Fratelli d'Italia,3.0
1116,2013-12-03,Lega,4.2
1116,2013-12-03,Movimento 5 Stelle,24.0
1116,2013-12-03,Altri,8.6
1117,2013-12-03,Partito Democratico,28.7
1117,2013-12-03,Forza Italia,20.0
1117,2013-12-03,Fratelli d'Italia,2.7
1117,2013-12-03,Lega,4.1
1117,2013-12-03,Movimento 5 Stelle,23.2
1117,2013-12-03,Altri,13.8
1118,2013-12-02,Partito Democratico,29.1
1118,2013-12-02,Forza Italia,20.8
1118,2013-12-02,Fratelli d'Italia,2.0
1118,2013-12-02,Lega,4.1
1118,2013-12-02,Movimento 5 Stelle,21.4
1118,2013-12-02,Altri,8.0
1119,2013-11-29,Partito Democratico,26.1
1119,2013-11-29,Forza Italia,21.7
1119,2013-11-29,Fratelli d'Italia,2.8
1119,2013-11-29,Lega,4.3
1119,2013-11-29,Movimento 5 Stelle,23.2
1119,2013-11-29,Altri,4.8
1120,2013-11-29,Partito Democratico,30.5
1120,2013-11-29,Forza Italia,20.3
1120,2013-11-29,Fratelli d'Italia,2.7
1120,2013-11-29,Lega,3.0
1120,2013-11-29,Movimento 5 Stelle,21.8
1120,2013-11-29,Italia Viva,1.5
1120,2013-11-29,Altri,0.6
1121,2013-11-27,Partito Democratico,28.9
1121,2013-11-27,Forza Italia,19.5
1121,2013-11-27,Fratelli d'Italia,2.2
1121,2013-11-27,Lega,3.6
1121,2013-11-27,Movimento 5 Stelle,20.8
1121,2013-11-27,Altri,18.6
1122,2013-11-26,Forza Italia,16.0
1122,2013-11-26,Altri,10.5
1123,2013-11-26,Partito Democratico,28.2
1123,2013-11-26,Forza Italia,19.6
1123,2013-11-26,Fratelli d'Italia,2.4
1123,2013-11-26,Lega,4.3
1123,2013-11-26,Movimento 5 Stelle,23.6
1123,2013-11-26,Altri,8.5
1124,2013-11-26,Partito Democratico,30.5
1124,2013-11-26,Forza Italia,18.0
1124,2013-11-26,Fratelli d'Italia,2.5
1124,2013-11-26,Lega,4.0
1124,2013-11-26,Movimento 5 Stelle,21.5
1124,2013-11-26,Altri,16.5
1125,2013-11-25,Partito Democratico,27.4
1125,2013-11-25,Forza Italia,21.1
1125,2013-11-25,Fratelli d'Italia,2.9
1125,2013-11-25,Lega,5.1
1125,2013-11-25,Movimento 5 Stelle,19.8
1125,2013-11-25,Altri,20.0
1126,2013-11-21,Partito Democratico,30.3
1126,2013-11-21,Forza Italia,18.1
1126,2013-11-21,Fratelli d'Italia,2.0
1126,2013-11-21,Lega,3.5
1126,2013-11-21,Movimento 5 Stelle,20.0
1126,2013-11-21,Altri,18.5
1127,2013-11-20,Partito Democratico,26.5
1127,2013-11-20,Forza Italia,20.1
1127,2013-11-20,Fratelli d'Italia,3.5
1127,2013-11-20,Lega,4.1
1127,2013-11-20,Movimento 5 Stelle,24.2
1127,2013-11-20,Altri,4.0
1128,2013-11-19,Partito Democratico,29.2
1128,2013-11-19,Forza Italia,16.0
1128,2013-11-19,Fratelli d'Italia,3.3
1128,2013-11-19,Lega,3.5
1128,2013-11-19,Movimento 5 Stelle,22.8
1128,2013-11-19,Italia Viva,1.4
1128,2013-11-19,Altri,37.6
1129,2013-11-19,Partito Democratico,30.0
1129,2013-11-19,Forza Italia,18.1
1129,2013-11-19,Fratelli d'Italia,2.3
1129,2013-11-19,Lega,3.9
1129,2013-11-19,Movimento 5 Stelle,22.0
1129,2013-11-19,Altri,8.5
1130,2013-11-16,Partito Democratico,29.5
1130,2013-11-16,Forza Italia,18.0
1130,2013-11-16,Fratelli d'Italia,0.9
1130,2013-11-16,Movimento 5 Stelle,16.6
1130,2013-11-16,Altri,4.9
1131,2013-11-14,Partito Democratico,29.5
1131,2013-11-14,Forza Italia,23.0
1131,2013-11-14,Fratelli d'Italia,2.2
1131,2013-11-14,Lega,4.1
1131,2013-11-14,Movimento 5 Stelle,20.7
1131,2013-11-14,Altri,6.9
1132,2013-11-12,Partito Democratico,29.8
1132,2013-11-12,Forza Italia,23.9
1132,2013-11-12,Fratelli d'Italia,2.3
1132,2013-11-12,Lega,4.0
1132,2013-11-12,Movimento 5 Stelle,21.7
1132,2013-11-12,Altri,12.5
1133,2013-11-11,Partito Democratico,28.8
1133,2013-11-11,Fratelli d'Italia,3.0
1133,2013-11-11,Lega,5.1
1133,2013-11-11,Movimento 5 Stelle,21.3
1133,2013-11-11,Altri,12.4
1134,2013-11-05,Partito Democratico,30.5
1134,2013-11-05,Forza Italia,23.7
1134,2013-11-05,Fratelli d'Italia,2.5
1134,2013-11-05,Lega,4.2
1134,2013-11-05,Movimento 5 Stelle,20.4
1134,2013-11-05,Altri,12.5
1135,2013-11-04,Partito Democratico,30.0
1135,2013-11-04,Forza Italia,22.8
1135,2013-11-04,Fratelli d'Italia,2.4
1135,2013-11-04,Lega,4.2
1135,2013-11-04,Movimento 5 Stelle,20.4
1135,2013-11-04,Altri,12.5
1136,2013-10-30,Partito Democratico,30.1
1136,2013-10-30,Forza Italia,23.5
1136,2013-10-30,Fratelli d'Italia,2.6
1136,2013-10-30,Lega,4.6
1136,2013-10-30,Movimento 5 Stelle,21.8
1136,2013-10-30,Italia Viva,0.5
1136,2013-10-30,Altri,4.2
1137,2013-10-29,Partito Democratico,30.1
1137,2013-10-29,Forza Italia,24.1
1137,2013-10-29,Fratelli d'Italia,2.3
1137,2013-10-29,Lega,4.1
1137,2013-10-29,Movimento 5 Stelle,21.0
1137,2013-10-29,Altri,12.5
1138,2013-10-22,Partito Democratico,29.0
1138,2013-10-22,Forza Italia,25.4
1138,2013-10-22,Fratelli d'Italia,2.2
1138,2013-10-22,Lega,4.0
1138,2013-10-22,Movimento 5 Stelle,21.5
1138,2013-10-22,Altri,12.1
1139,2013-10-16,Partito Democratico,30.9
1139,2013-10-16,Forza Italia,23.0
1139,2013-10-16,Fratelli d'Italia,2.1
1139,2013-10-16,Lega,5.2
1139,2013-10-16,Movimento 5 Stelle,21.5
1139,2013-10-16,Italia Viva,1.3
1139,2013-10-16,Altri,2.8
1140,2013-10-16,Partito Democratico,28.0
1140,2013-10-16,Forza Italia,24.0
1140,2013-10-16,Fratelli d'Italia,2.2
1140,2013-10-16,Lega,3.8
1140,2013-10-16,Movimento 5 Stelle,21.8
1140,2013-10-16,Altri,6.5
1141,2013-10-16,Partito Democratico,27.1
1141,2013-10-16,Forza Italia,21.0
1141,2013-10-16,Fratelli d'Italia,3.4
1141,2013-10-16,Lega,4.6
1141,2013-10-16,Movimento 5 Stelle,25.4
1141,2013-10-16,Altri,6.5
1142,2013-10-15,Partito Democratico,28.7
1142,2013-10-15,Forza Italia,25.2
1142,2013-10-15,Fratelli d'Italia,2.4
1142,2013-10-15,Lega,4.2
1142,2013-10-15,Movimento 5 Stelle,20.6
1142,2013-10-15,Altri,7.5
1143,2013-10-14,Partito Democratico,27.0
1143,2013-10-14,Fratelli d'Italia,2.8
1143,2013-10-14,Lega,5.5
1143,2013-10-14,Movimento 5 Stelle,20.0
1143,2013-10-14,Altri,12.5
1144,2013-10-09,Partito Democratico,29.0
1144,2013-10-09,Forza Italia,23.2
1144,2013-10-09,Fratelli d'Italia,2.4
1144,2013-10-09,Lega,3.8
1144,2013-10-09,Movimento 5 Stelle,22.1
1144,2013-10-09,Altri,6.1
1145,2013-10-08,Partito Democratico,29.6
1145,2013-10-08,Forza Italia,24.1
1145,2013-10-08,Fratelli d'Italia,2.3
1145,2013-10-08,Lega,4.2
1145,2013-10-08,Movimento 5 Stelle,19.5
1145,2013-10-08,Altri,8.5
1146,2013-10-07,Partito Democratico,25.0
1146,2013-10-07,Forza Italia,26.0
1146,2013-10-07,Movimento 5 Stelle,22.0
1146,2013-10-07,Altri,7.0
1147,2013-10-07,Partito Democratico,28.5
1147,2013-10-07,Forza Italia,22.7
1147,2013-10-07,Fratelli d'Italia,2.2
1147,2013-10-07,Alleanza Verdi Sinistra,0.6
1147,2013-10-07,Lega,3.9
1147,2013-10-07,Movimento 5 Stelle,24.1
1147,2013-10-07,Altri,8.5
1148,2013-10-04,Partito Democratico,31.2
1148,2013-10-04,Fratelli d'Italia,2.4
1148,2013-10-04,Lega,4.5
1148,2013-10-04,Movimento 5 Stelle,19.1
1148,2013-10-04,Altri,12.8
1149,2013-10-02,Partito Democratico,27.1
1149,2013-10-02,Forza Italia,25.8
1149,2013-10-02,Fratelli d'Italia,2.2
1149,2013-10-02,Lega,4.1
1149,2013-10-02,Movimento 5 Stelle,20.5
1149,2013-10-02,Altri,9.4
1150,2013-10-01,Partito Democratico,29.2
1150,2013-10-01,Forza Italia,25.0
1150,2013-10-01,Fratelli d'Italia,2.4
1150,2013-10-01,Lega,4.0
1150,2013-10-01,Movimento 5 Stelle,19.7
1150,2013-10-01,Altri,12.5
1151,2013-09-30,Partito Democratico,28.0
1151,2013-09-30,Forza Italia,27.0
1151,2013-09-30,Fratelli d'Italia,2.1
1151,2013-09-30,Lega,4.1
1151,2013-09-30,Movimento 5 Stelle,18.5
1151,2013-09-30,Altri,16.1
1152,2013-09-27,Partito Democratico,28.0
1152,2013-09-27,Fratelli d'Italia,1.8
1152,2013-09-27,Lega,4.8
1152,2013-09-27,Movimento 5 Stelle,18.8
1152,2013-09-27,Altri,12.5
1153,2013-09-24,Partito Democratico,27.4
1153,2013-09-24,Forza Italia,25.6
1153,2013-09-24,Fratelli d'Italia,2.4
1153,2013-09-24,Lega,4.1
1153,2013-09-24,Movimento 5 Stelle,21.4
1153,2013-09-24,Altri,8.4
1154,2013-09-20,Partito Democratico,28.5
1154,2013-09-20,Fratelli d'Italia,2.1
1154,2013-09-20,Lega,4.3
1154,2013-09-20,Movimento 5 Stelle,18.3
1154,2013-09-20,Altri,27.5
1155,2013-09-17,Partito Democratico,27.3
1155,2013-09-17,Forza Italia,26.9
1155,2013-09-17,Fratelli d'Italia,2.2
1155,2013-09-17,Lega,3.8
1155,2013-09-17,Movimento 5 Stelle,20.0
1155,2013-09-17,Altri,4.6
1156,2013-09-10,Partito Democratico,26.0
1156,2013-09-10,Forza Italia,28.7
1156,2013-09-10,Fratelli d'Italia,2.3
1156,2013-09-10,Lega,3.6
1156,2013-09-10,Movimento 5 Stelle,19.5
1156,2013-09-10,Altri,4.3
1157,2013-09-10,Partito Democratico,27.8
1157,2013-09-10,Forza Italia,27.3
1157,2013-09-10,Fratelli d'Italia,2.2
1157,2013-09-10,Lega,3.4
1157,2013-09-10,Movimento 5 Stelle,19.5
1157,2013-09-10,Altri,8.6
1158,2013-09-06,Partito Democratico,26.0
1158,2013-09-06,Fratelli d'Italia,1.9
1158,2013-09-06,Lega,4.7
1158,2013-09-06,Movimento 5 Stelle,19.8
1158,2013-09-06,Altri,27.1
1159,2013-09-04,Partito Democratico,25.5
1159,2013-09-04,Forza Italia,28.0
1159,2013-09-04,Fratelli d'Italia,1.5
1159,2013-09-04,Lega,3.0
1159,2013-09-04,Movimento 5 Stelle,19.0
1159,2013-09-04,Altri,3.5
1160,2013-08-30,Partito Democratico,24.0
1160,2013-08-30,Fratelli d'Italia,1.5
1160,2013-08-30,Lega,5.1
1160,2013-08-30,Movimento 5 Stelle,20.1
1160,2013-08-30,Altri,27.9
1161,2013-08-02,Partito Democratico,24.7
1161,2013-08-02,Fratelli d'Italia,2.1
1161,2013-08-02,Lega,4.6
1161,2013-08-02,Movimento 5 Stelle,18.2
1161,2013-08-02,Altri,28.3
1162,2013-07-30,Partito Democratico,26.8
1162,2013-07-30,Forza Italia,27.2
1162,2013-07-30,Fratelli d'Italia,2.3
1162,2013-07-30,Lega,3.2
1162,2013-07-30,Movimento 5 Stelle,20.6
1162,2013-07-30,Altri,8.5
1163,2013-07-25,Partito Democratico,28.0
1163,2013-07-25,Forza Italia,25.5
1163,2013-07-25,Fratelli d'Italia,2.0
1163,2013-07-25,Lega,4.0
1163,2013-07-25,Movimento 5 Stelle,18.5
1163,2013-07-25,Altri,6.0
1164,2013-07-24,Partito Democratico,24.5
1164,2013-07-24,Fratelli d'Italia,3.2
1164,2013-07-24,Lega,4.5
1164,2013-07-24,Movimento 5 Stelle,23.6
1164,2013-07-24,Altri,6.4
1165,2013-07-23,Partito Democratico,26.4
1165,2013-07-23,Forza Italia,27.7
1165,2013-07-23,Fratelli d'Italia,2.3
1165,2013-07-23,Lega,3.5
1165,2013-07-23,Movimento 5 Stelle,20.0
1165,2013-07-23,Altri,8.8
1167,2013-07-16,Partito Democratico,26.6
1167,2013-07-16,Forza Italia,27.2
1167,2013-07-16,Fratelli d'Italia,2.4
1167,2013-07-16,Lega,4.2
1167,2013-07-16,Movimento 5 Stelle,19.2
1167,2013-07-16,Altri,8.8
1168,2013-07-09,Partito Democratico,28.1
1168,2013-07-09,Forza Italia,27.0
1168,2013-07-09,Fratelli d'Italia,2.4
1168,2013-07-09,Lega,3.9
1168,2013-07-09,Movimento 5 Stelle,17.6
1168,2013-07-09,Altri,6.1
1169,2013-07-03,Partito Democratico,29.0
1169,2013-07-03,Forza Italia,26.6
1169,2013-07-03,Fratelli d'Italia,2.3
1169,2013-07-03,Alleanza Verdi Sinistra,1.2
1169,2013-07-03,Lega,3.5
1169,2013-07-03,Movimento 5 Stelle,17.0
1169,2013-07-03,Altri,12.5
1170,2013-07-02,Partito Democratico,28.0
1170,2013-07-02,Forza Italia,28.1
1170,2013-07-02,Fratelli d'Italia,2.0
1170,2013-07-02,Lega,3.9
1170,2013-07-02,Movimento 5 Stelle,16.1
1170,2013-07-02,Altri,5.5
1171,2013-06-28,Forza Italia,28.5
1171,2013-06-28,Altri,6.5
1172,2013-06-25,Partito Democratico,27.8
1172,2013-06-25,Forza Italia,27.0
1172,2013-06-25,Fratelli d'Italia,1.9
1172,2013-06-25,Lega,3.6
1172,2013-06-25,Movimento 5 Stelle,17.9
1172,2013-06-25,Altri,12.5
1173,2013-06-19,Partito Democratico,28.4
1173,2013-06-19,Forza Italia,28.8
1173,2013-06-19,Fratelli d'Italia,2.0
1173,2013-06-19,Lega,3.8
1173,2013-06-19,Movimento 5 Stelle,18.0
1173,2013-06-19,Italia Viva,1.0
1173,2013-06-19,Altri,10.4
1174,2013-06-18,Partito Democratico,28.5
1174,2013-06-18,Fratelli d'Italia,1.8
1174,2013-06-18,Lega,4.1
1174,2013-06-18,Movimento 5 Stelle,18.8
1174,2013-06-18,Altri,15.5
1175,2013-06-11,Partito Democratico,27.8
1175,2013-06-11,Forza Italia,28.1
1175,2013-06-11,Fratelli d'Italia,1.7
1175,2013-06-11,Lega,3.9
1175,2013-06-11,Movimento 5 Stelle,19.7
1175,2013-06-11,Altri,10.4
1176,2013-06-10,Partito Democratico,25.3
1176,2013-06-10,Forza Italia,27.1
1176,2013-06-10,Fratelli d'Italia,3.5
1176,2013-06-10,Lega,4.0
1176,2013-06-10,Movimento 5 Stelle,20.1
1176,2013-06-10,Altri,2.2
1177,2013-06-05,Partito Democratico,24.5
1177,2013-06-05,Fratelli d'Italia,3.2
1177,2013-06-05,Lega,4.5
1177,2013-06-05,Movimento 5 Stelle,23.6
1177,2013-06-05,Altri,6.4
1178,2013-06-04,Partito Democratico,25.4
1178,2013-06-04,Forza Italia,26.8
1178,2013-06-04,Fratelli d'Italia,2.0
1178,2013-06-04,Lega,4.2
1178,2013-06-04,Movimento 5 Stelle,22.1
1178,2013-06-04,Altri,12.3
