eu_es,ordinanza_attuale,oc_os,regione,prov,comune,cup,cup_master_unico,intervento_nome,soggetto_attuatore,importo_programmato,fase_di_avanzamento_al_22_dicembre_2024,url_opencup,pro_com_t
ES_323,OS_19,OS,Marche,AP,Arquata del Tronto,H27H21004260001,,Edificio pubblico (ex Ospitale di Santo Spirito di Sassia),USR Marche,250000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H27H21004260001,044006
ES_152,OS_2,OS,LAZIO,RI,Amatrice,C79J21038280001,,Municipio Palazzo del Reggimento,USR Lazio,2699626.14,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C79J21038280001,057002
ES_153,OS_2,OS,LAZIO,RI,Amatrice,F74H20001230001,,Torre Civica,Soprintendenza Speciale BBCC,750000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F74H20001230001,057002
ES_154,OS_2,OS,LAZIO,RI,Amatrice,C71B21002410001,,Sottoservizi Centro Storico Cunicoli ispezionabili,USR Lazio,6600898.12,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C71B21002410001,057002
ES_155,OS_2,OS,LAZIO,RI,Amatrice,C71B21002400001,,Sottoservizi Centro Storico Reti Ordinarie,USR Lazio,3860885.36,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C71B21002400001,057002
ES_156,OS_2,OS,LAZIO,RI,Amatrice,C71B21002420001,,"Viabilità di Servizio - Ex Cinema - Chiesa Ottagonale",USR Lazio,6500000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C71B21002420001,057002
ES_157,OS_2,OS,LAZIO,RI,Amatrice,F74B19000030001,,"Chiesa di Sant' Agostino",Diocesi di Rieti,4500000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F74B19000030001,057002
ES_158,OS_2,OS,LAZIO,RI,Amatrice,E73D21000680001,,Chiesa di San Francesco,Comune di Amatrice,11326069.8,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E73D21000680001,057002
ES_159,OS_2,OS,LAZIO,RI,Amatrice,C79J21038310001,,Chiesa di Santa Maria del Suffragio,USR Lazio,3035000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C79J21038310001,057002
ES_160,OS_2,OS,LAZIO,RI,Amatrice,E73D21000690001,,Centro Servizi del Parco Nazionale - Ostello - Centro Espositivo (Ex Convento di S. Francesco),Comune di Amatrice,11756237.99,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E73D21000690001,057002
ES_161,OS_2,OS,LAZIO,RI,Amatrice,C79J21038340001,,Centro Convegni (Ex Chiesa di S. Giovanni),USR Lazio,1223177.78,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C79J21038340001,057002
ES_162,OS_2,OS,LAZIO,RI,Amatrice,C79J21038350001,,Centro Culturale (Ex Chiesa di S. Giuseppe),USR Lazio,3319880.1,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C79J21038350001,057002
ES_163,OS_2,OS,LAZIO,RI,Amatrice,C79J21038370001,,Centro della Musica (Ex Chiesa di S. Maria di Porta Ferrata),USR Lazio,2358874.88,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C79J21038370001,057002
ES_164,OS_2,OS,LAZIO,RI,Amatrice,C79J21038380001,,"Museo Civico""COLA FILOTESIO"" (Ex Chiesa di S. Emidio)",USR Lazio,4067244.26,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C79J21038380001,057002
ES_165,OS_2,OS,LAZIO,RI,Amatrice,C79J21038390001,,Giardino delle Memoria ed edificio polifunzionale (Ex Cinema Teatro G. Garibaldi),USR Lazio,4370930.79,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C79J21038390001,057002
ES_166,OS_2,OS,LAZIO,RI,Amatrice,C79J21038320001,,"Chiesa dell'Immacolata",USR Lazio,1120000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C79J21038320001,057002
ES_167,OS_2,OS,LAZIO,RI,Amatrice,C79J21038330001,,Chiesa del Santissimo Crocifisso (solo progettazione),USR Lazio,220000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C79J21038330001,057002
ES_58,OS_20,OS,Marche,MC,PIEVE TORINA,,,Sottoservizi Capoluogo,COMUNE PIEVE TORINA,6000000.0,FA_3 - Incarico di progettazione affidato,,043038
ES_59,OS_20,OS,Marche,MC,PIEVE TORINA,,,Ricostruzione palestra Via Alcide De Gasperi - Opere edili e impianti,COMUNE PIEVE TORINA,1038000.0,FA_8 - Fine Lavori,,043038
ES_60,OS_20,OS,Marche,MC,PIEVE TORINA,,,Ricostruzione palestra Via Alcide De Gasperi - Opere esterne,COMUNE PIEVE TORINA,0.0,FA_8 - Fine Lavori,,043038
ES_61,OS_20,OS,Marche,MC,PIEVE TORINA,,,Ricostruzione palestra Via Alcide De Gasperi - VMC,COMUNE PIEVE TORINA,0.0,FA_7 - Inizio Lavori,,043038
ES_62,OS_20,OS,Marche,MC,PIEVE TORINA,,,"Lotto funzionale 1 - [ Stralcio 3 , parte di Stralcio 1 e parte di Stralcio 2 ]",COMUNE PIEVE TORINA,2200000.0,FA_7 - Inizio Lavori,,043038
ES_63,OS_20,OS,Marche,MC,PIEVE TORINA,,,Lotto funzionale 2 - [ Stralcio 5 ],COMUNE PIEVE TORINA,0.0,FA_7 - Inizio Lavori,,043038
ES_64,OS_20,OS,Marche,MC,PIEVE TORINA,,,"Lotto funzionale 3 - [ parte di Stralcio 1 , parte di Stralcio 2 e parte di Stralcio 4 ]",COMUNE PIEVE TORINA,0.0,FA_4 - Progetto definitivo / pfte approvato,,043038
ES_65,OS_20,OS,Marche,MC,PIEVE TORINA,,,Lotto funzionale 4 - [ parte di Stralcio 4 ] - tensostruttura,COMUNE PIEVE TORINA,0.0,FA_4 - Progetto definitivo / pfte approvato,,043038
ES_66,OS_20,OS,Marche,MC,PIEVE TORINA,,,Lotto funzionale 5 - Piscina lagunare,COMUNE PIEVE TORINA,0.0,FA_7 - Inizio Lavori,,043038
ES_67,OS_20,OS,Marche,MC,PIEVE TORINA,,,Dissesti sponde fluviali - Tratto 1 - Fiume Chienti (zona Valnerina),COMUNE PIEVE TORINA,3300000.0,FA_8 - Fine Lavori,,043038
ES_68,OS_20,OS,Marche,MC,PIEVE TORINA,C57H21000960001,,"Dissesti sponde fluviali - Tratto 2 - Torrente Sant'Angelo (zona La Rocca)",COMUNE PIEVE TORINA,0.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C57H21000960001,043038
ES_69,OS_20,OS,Marche,MC,PIEVE TORINA,,,"Dissesti sponde fluviali - Tratto 4 - Torrente Sant'Angelo (zona G. Rossa)",COMUNE PIEVE TORINA,0.0,FA_7 - Inizio Lavori,,043038
ES_70,OS_20,OS,Marche,MC,PIEVE TORINA,,,Dissesti sponde fluviali - Tratto 3 - Fiume Chienti (zona Borgo),COMUNE PIEVE TORINA,0.0,FA_8 - Fine Lavori,,043038
ES_71,OS_20,OS,Marche,MC,PIEVE TORINA,C57H21004000001,,Dissesti sponde fluviali - Tratto 5 - Fiume Chienti (Chienti L1),COMUNE PIEVE TORINA,0.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C57H21004000001,043038
ES_72,OS_20,OS,Marche,MC,PIEVE TORINA,,,Dissesti sponde fluviali - Tratto 6 - Fiume Chienti (Chienti PIP),COMUNE PIEVE TORINA,0.0,FA_8 - Fine Lavori,,043038
ES_73,OS_20,OS,Marche,MC,PIEVE TORINA,,,Dissesti sponde fluviali - Ulteriori indagini,COMUNE PIEVE TORINA,200000.0,FA_8 - Fine Lavori,,043038
ES_324,OS_22,OS,Abruzzo,TE,Teramo,E49F18001040001,,Edificio Sede della Prefettura di Teramo,USR Abruzzo,9141546.88,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E49F18001040001,067041
ES_325,OS_22,OS,Abruzzo,TE,Teramo,E44H17000760002,,"Istituto Tecnico Commerciale Programmatori “B. Pascal” – corpo B2",Provincia di Teramo,5379345.0,FA_1 - Rup nominato e cronoprogramma condiviso,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E44H17000760002,067041
ES_326,OS_22,OS,Abruzzo,TE,Teramo,E43H18000100001,,"Istituto Tecnico Commerciale “V. Comi”",Provincia di Teramo,2881777.5,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E43H18000100001,067041
ES_327,OS_22,OS,Abruzzo,TE,Teramo,E45B18001220001,,"Liceo Artistico “Montauti”",Provincia di Teramo,4927365.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E45B18001220001,067041
ES_328,OS_22,OS,Abruzzo,TE,Teramo,E43H18000110001,,"Centro Polifunzionale “casa del mutilato” di Piazza Dante",Provincia di Teramo,450000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E43H18000110001,067041
ES_329,OS_22,OS,Abruzzo,TE,Teramo,,,"Edificio già sede dell’Ufficio Provinciale Scolastico e della Polizia Provinciale.",USR Abruzzo,4449815.61,FA_1 - Rup nominato e cronoprogramma condiviso,,067041
ES_330,OS_22,OS,Abruzzo,TE,Teramo,,,"Scuola dell'infanzia ""Gemma Marconi""",USR Abruzzo,877500.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",,067041
ES_331,OS_22,OS,Abruzzo,TE,Teramo,,,"Edificio sede fondazione ""Regina Margherita""",USR Abruzzo,8816000.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",,067041
ES_332,OS_22,OS,Abruzzo,TE,Teramo,,,"Istituto ""Ottavia Caraciotti""",USR Abruzzo,4730000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,,067041
ES_333,OS_22,OS,Abruzzo,TE,Teramo,G47H21050610001,,"Edificio ""Ex Ravasco"" collegio femminile",ASL Teramo,3030000.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G47H21050610001,067041
ES_334,OS_22,OS,Abruzzo,TE,Teramo,G47H21050620001,,"ERP – Edilizia Residenziale Pubblica, Via Getulio",ASL Teramo,1400000.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G47H21050620001,067041
ES_335,OS_22,OS,Abruzzo,TE,Teramo,,,Edificio Casa dello Sport via Taraschi,USR Abruzzo,2089500.0,FA_1 - Rup nominato e cronoprogramma condiviso,,067041
ES_75,OS_23,OS,Marche,MC,ALTO NERA,,,Sfalcio vegetazioni e rilievo toporafico per indagini,CONSORZIO BONIFICA MARCHE,0.0,FA_9 - Collaudo,,
ES_79,OS_23,OS,Marche,MC,ALTO NERA,,,"Attività propedeutiche riduzione immediata dei rischi in alveo",USR MARCHE,3500000.0,FA_1 - Rup nominato e cronoprogramma condiviso,,
ES_76,OS_23,OS,Marche,MC,CASTELSANTANGELO SUL NERA,,,Lotto 1 - Comune di Castelsantangelo sul Nera,CONSORZIO BONIFICA MARCHE,15065782.5,FA_4 - Progetto definitivo / pfte approvato,,043010
ES_77,OS_23,OS,Marche,MC,USSITA,,,Lotto 2 - Comune di Ussita,CONSORZIO BONIFICA MARCHE,14350585.0,FA_3 - Incarico di progettazione affidato,,043056
ES_78,OS_23,OS,Marche,MC,VISSO,,,Lotto 3 - Comune di Visso,CONSORZIO BONIFICA MARCHE,10105099.0,FA_3 - Incarico di progettazione affidato,,043057
ES_80,OS_24,OS,Marche,MC,MACERATA,,,Edificio Prefettura (US 1 e US 3) o Palazzo del Governo e Loggia dei Mercanti (US 2),PROVINCIA MC,13336000.0,FA_4 - Progetto definitivo / pfte approvato,,043023
ES_81,OS_24,OS,Marche,MC,MACERATA,,,Edificio del Provveditorato,PROVINCIA MC,2520000.0,FA_7 - Inizio Lavori,,043023
ES_82,OS_24,OS,Marche,MC,MACERATA,,,Edificio della Questura,PROVINCIA MC,3817000.0,FA_1 - Rup nominato e cronoprogramma condiviso,,043023
ES_83,OS_26,OS,Marche,MC,VISSO,E63D21002210005,,Intervento unitario Isolato di San Francesco nel Capoluogo,COMUNE VISSO,11400000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E63D21002210005,043057
ES_84,OS_26,OS,Marche,MC,VISSO,H61B21004550001,,"Realizzazione linee elettriche provvisorie Borgo San Giovanni e Villa Sant'Antonio",USR MARCHE,756500.0,FA_8 - Fine Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H61B21004550001,043057
ES_85,OS_26,OS,Marche,MC,VISSO,H61B21004560001,,"Viabilità provvisoria di cantiere, aree di stoccaggio, occupazioni temporanee del suolo privato nel Capoluogo",USR MARCHE,649000.0,FA_8 - Fine Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H61B21004560001,043057
ES_341,OS_27,OS,LAZIO,RI,Accumoli,G64B18000340001,,Demolizione e ricostruzione Caserma dei Carabinieri di Accumoli (RI),Agenzia del Demanio,1941177.44,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G64B18000340001,057001
ES_340,OS_27,OS,LAZIO,RI,Amatrice,G73I18000160001,,Demolizione e ricostruzione Caserma dei Carabinieri di Amatrice (RI),Agenzia del Demanio,4300208.68,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G73I18000160001,057002
ES_93,OS_27,OS,Marche,AP,Arquata del Tronto,G28D18000020001,,Demolzione e ricostruzione Caserma CC Arquata del Tronto (AP),AGENZIA DEL DEMANIO,2664177.81,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G28D18000020001,044006
ES_100,OS_27,OS,Marche,AP,ASCOLI PICENO,G32J18012600001,,Manutenzione straordinaria Caserma GdF Ascoli Piceno,AGENZIA DEL DEMANIO,2600000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G32J18012600001,044007
ES_103,OS_27,OS,Marche,AP,ASCOLI PICENO,G33I18000180001,,Manutenzione straordinaria Caserma CC Ascoli Piceno,AGENZIA DEL DEMANIO,3004579.04,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G33I18000180001,044007
ES_99,OS_27,OS,Marche,MC,CAMERINO,G11I18000110001,,Manutenzione straordinaria Caserma VV.FF. Camerino (MC),AGENZIA DEL DEMANIO,3334847.74,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G11I18000110001,043007
ES_110,OS_27,OS,Marche,MC,CAMERINO,G15F21000500001,,Ristr. e Ad. Sismico-Caserma ed ex carcere Camerino (MC),AGENZIA DEL DEMANIO,10325000.0,FA_1 - Rup nominato e cronoprogramma condiviso,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G15F21000500001,043007
ES_354,OS_27,OS,Abruzzo,TE,Castelli,G21B21003370001,,Nuova costruzione - Stazione Comando dei Carabinieri Forestali di Castelli (TE),Agenzia del Demanio,2000000.0,FA_1 - Rup nominato e cronoprogramma condiviso,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G21B21003370001,067012
ES_98,OS_27,OS,Marche,MC,CASTELSANTANGELO SUL NERA,G42J18009420001,,Demolzione e ricostruzione Caserma CC Castelsantangelo (MC),AGENZIA DEL DEMANIO,2528428.41,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G42J18009420001,043010
ES_106,OS_27,OS,Marche,MC,CASTELSANTANGELO SUL NERA,G42J18009430001,,Manutenzione straordinaria Caserma CC Castelsantangelo - Rifugio (MC),AGENZIA DEL DEMANIO,176442.34,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G42J18009430001,043010
ES_104,OS_27,OS,Marche,AP,CASTIGNANO,G82J18012940001,,Manutenzione straordinaria Caserma CC Castignano (AP),AGENZIA DEL DEMANIO,54195.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G82J18012940001,044012
ES_344,OS_27,OS,UMBRIA,PG,Cerreto di Spoleto,G72C21000590001,,"Miglioramento sismico – Stazione ferroviaria di Triponzo - Cerreto di Spoleto (PG)",Agenzia del Demanio,390000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G72C21000590001,054010
ES_342,OS_27,OS,LAZIO,RI,Cittaducale,G34J19000060001,,Manutenzione Straordinaria Caserma ex Scuola Corpo Forestale di Cittaducale (RI),Agenzia del Demanio,3713531.67,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G34J19000060001,057016
ES_343,OS_27,OS,LAZIO,RI,Cittaducale,G34J19000100001,,Manutenzione Straordinaria Caserma dei Carabinieri di Cittaducale (RI),Agenzia del Demanio,3314818.07,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G34J19000100001,057016
ES_95,OS_27,OS,Marche,MC,FIASTRA,G28D18000030001,,Demolzione e ricostruzione Caserma CC Fiastra (MC),AGENZIA DEL DEMANIO,3026173.52,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G28D18000030001,043017
ES_108,OS_27,OS,Marche,MC,FIUMINATA,G41B21004800001,,Demolizione e costruzione di due nuove palazzine per le sedi dei Comandi Stazione Carabinieri (territoriale e forestale) di Fiuminata,ARMA CARABINIERI,3000000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G41B21004800001,043019
ES_94,OS_27,OS,Marche,AP,MONTEGALLO,G78D18000020001,,Demolzione e ricostruzione Caserma CC Montegallo (AP),AGENZIA DEL DEMANIO,2633577.26,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G78D18000020001,044038
ES_102,OS_27,OS,Marche,AP,MONTEMONACO,G43I18000290001,,Manutenzione straordinaria Caserma CC Montemonaco (AP),AGENZIA DEL DEMANIO,2164547.17,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G43I18000290001,044044
ES_336,OS_27,OS,Abruzzo,AQ,Montereale,G88C18000130001,,Demolizione e ricostruzione Caserma dei Carabinieri di Montereale (AQ),Agenzia del Demanio,3961000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G88C18000130001,066056
ES_345,OS_27,OS,UMBRIA,PG,Norcia,G52C21000320001,,"Miglioramento sismico - Magazzino merci stazione ferroviaria di Serravalle – Norcia (PG)",Agenzia del Demanio,138000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G52C21000320001,054035
ES_346,OS_27,OS,UMBRIA,PG,Norcia,G52C21000330001,,"Demolizione e ricostruzione - Stazione ferroviaria – Norcia (PG)",Agenzia del Demanio,670000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G52C21000330001,054035
ES_96,OS_27,OS,Marche,MC,PIEVE TORINA,G58D18000040001,,Demolzione e ricostruzione Caserma CC Pieve Torina (MC),AGENZIA DEL DEMANIO,3015575.6,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G58D18000040001,043038
ES_356,OS_27,OS,LAZIO,RI,Rieti,G11B21004590001,,Adeguamento sismico - Hangar XVI Nucleo Elicotteri Carabinieri Rieti,"Comando Generale dell'Arma dei Carabinieri",7000000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G11B21004590001,057059
ES_357,OS_27,OS,LAZIO,RI,Rieti,G11B21004600001,,Adeguamento sismico - Fabbricato via Ricci Rieti Demolizione e ricostruzione ex Palazzina R.U.N.A.,Agenzia del Demanio,544787.31,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G11B21004600001,057059
ES_101,OS_27,OS,Marche,MC,SAN SEVERINO MARCHE,G53I18000110001,,Manutenzione straordinaria Caserma CC San Severino Marche (MC),AGENZIA DEL DEMANIO,4522438.7,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G53I18000110001,043047
ES_347,OS_27,OS,UMBRIA,PG,"Sant’Anatolia di Narco",G62C21000440001,,"Miglioramento sismico – Casello ferroviario Castel San Felice – Sant’Anatolia di Narco (PG)",Agenzia del Demanio,130000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G62C21000440001,054045
ES_358,OS_27,OS,Marche,MC,"Sant'Angelo in Pontano",,,"Poligono di Tiro a segno in C.da Salti nel Comune di Sant’Angelo in Pontano",USR Marche,650000.0,FA_1 - Rup nominato e cronoprogramma condiviso,,043048
ES_92,OS_27,OS,Marche,MC,SERRAVALLE DEL CHIENTI,G28D18000030001,,Demolzione e ricostruzione Caserma CC Serravalle di Chienti (MC),AGENZIA DEL DEMANIO,3048142.72,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G28D18000030001,043052
ES_348,OS_27,OS,UMBRIA,PG,Spoleto,G32C21000740001,,"Miglioramento sismico - Deposito officina ferroviaria – Spoleto (PG)",Agenzia del Demanio,1380000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G32C21000740001,054051
ES_349,OS_27,OS,UMBRIA,PG,Spoleto,G32C21000750001,,"Miglioramento sismico – Fabbricato ferroviario per viaggiatori – Spoleto (PG)",Agenzia del Demanio,1100000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G32C21000750001,054051
ES_350,OS_27,OS,UMBRIA,PG,Spoleto,G31B21004190001,,Miglioramento sismico - Magazzino ferroviario merci Spoleto (PG),Agenzia del Demanio,218000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G31B21004190001,054051
ES_351,OS_27,OS,UMBRIA,PG,Spoleto,G31B21004200001,,Miglioramento sismico - Stazione ferroviaria di Caprareccia Spoleto (PG),Agenzia del Demanio,465000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G31B21004200001,054051
ES_352,OS_27,OS,Abruzzo,AQ,Sulmona,G51B21003700001,,"Demolizione e ricostruzione - Caserma agenti - polizia penitenziaria – Sulmona (AQ)",Agenzia del Demanio,4105500.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G51B21003700001,066098
ES_353,OS_27,OS,Abruzzo,AQ,Sulmona,G51B21003710001,,"Adeguamento sismico - Stazione Comando dei Carabinieri di Sulmona (AQ) per l’importo previsionale stimato di euro 6.988.837,00",Agenzia del Demanio,6988837.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G51B21003710001,066098
ES_337,OS_27,OS,Abruzzo,TE,Teramo,G44C18000100001,,Manutenzione straordinaria Caserma dei Vigili del Fuoco di Teramo,Agenzia del Demanio,2208423.25,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G44C18000100001,067041
ES_338,OS_27,OS,Abruzzo,TE,Teramo,G44C18000100001,,Manutenzione Straordinaria ex carceri giudiziarie di Teramo (Archivio di Stato e Min. Giustizia),Agenzia del Demanio,763824.25,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G44C18000100001,067041
ES_339,OS_27,OS,Abruzzo,TE,Teramo,G44C18000100001,,Manutenzione Straordinaria Ex Ufficio del registro (Uffici MEF) di Teramo,Agenzia del Demanio,1520964.25,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G44C18000100001,067041
ES_355,OS_27,OS,Abruzzo,TE,Teramo,G42C21000390001,,Miglioramento sismico - porzione Convento di S. Domenico nel Comune di Teramo,Agenzia del Demanio,1288000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G42C21000390001,067041
ES_105,OS_27,OS,Marche,MC,TOLENTINO,G28G18000530001,,Manutenzione straordinaria Caserma CC Tolentino (MC),AGENZIA DEL DEMANIO,695961.13,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G28G18000530001,043053
ES_97,OS_27,OS,Marche,MC,USSITA,G52J18006580001,,Demolzione e ricostruzione Caserma CC Ussita (MC),AGENZIA DEL DEMANIO,2528428.41,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G52J18006580001,043056
ES_359,OS_27,OS,UMBRIA,PG,Vallo di Nera,,,Stazione ferroviaria e annessi in loc. Piedipaterno nel Comune di Vallo di Nera,Agenzia del Demanio,1300000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,,054058
ES_91,OS_27,OS,Marche,MC,VISSO,G63I18000100001,,Demolzione e ricostruzione Caserma CC Visso (MC),AGENZIA DEL DEMANIO,2634473.3,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G63I18000100001,043057
ES_107,OS_27,OS,Marche,MC,VISSO,G61B21005750001,,"Nuova costruzione-Rep. CC p.n. ""Monti Sibillini"" Visso (MC)",AGENZIA DEL DEMANIO,4500000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G61B21005750001,043057
ES_25,OS_29,OS,Marche,MC,CASTELSANTANGELO SUL NERA,,,Messa in sicurezza Dissesto da crollo Capoluogo,COMUNE CASTELSANTANGELO NERA,1325404.8,FA_9 - Collaudo,,043010
