comune,prov,ocos,ocos_label,eues_id,eues_id_norm,regione,cupxall,codice_usr,denominazione_interventoxall,categoria,importo_programmato_esclusi_oc_126,fase_di_avanzamento_al_30_aprile_2026,cod_istat_comune,ordinanza_attuale,fase_id,fase_label,soggetto_attuatore,cf_piva_soggetto_attuatore
Colmurano,MC,OS,Opere statali,ES_843,ES_843,MARCHE,D81B21005480001,,PLESSO SCOLASTICO E. DE AMICIS,10 - Scuole,2473000,FA_3 - Incarico di progettazione affidato,043014,OS_31,FA_3,Incarico di progettazione affidato,COMUNE DI COLMURANO - MACERATA -,00267160430
Montappone,FM,OS,Opere statali,ES_863,ES_863,MARCHE,D41D20000790003,,"POLO SCOLASTICO ""COLLODI""",10 - Scuole,865900,FA_2 - Avvio procedure di affidamento contraente per i servizi,109013,OS_31,FA_2,Avvio procedure di affidamento contraente per i servizi,COMUNE DI MONTAPPONE - AP -,81001810449
Amatrice,RI,OS,Opere statali,ES_479,ES_479,LAZIO,C78H22002740001,P23.0089-0067,Completamento della messa in sicurezza del dissesto geologico di Prato - 2° stralcio,4 - Dissesti,800000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE LAZIO,90076740571
Accumoli,RI,OS,Opere statali,ES_299,ES_299,LAZIO,C62E22000060001,P23.0047-0076,Completamento Serbatoio idrico - Grisciano,9 - Opere di urbanizzazione e infrastrutture,140000,FA_4 - Progetto definitivo/PFTE approvato,057001,OS_17,FA_4,Progetto definitivo/PFTE approvato,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE LAZIO,90076740571
Cascia,PG,OS,Opere statali,ES_254,ES_254,UMBRIA,C45E22000290001,,"Complesso scolastico Omnicomprensivo ""Beato Simone Fidati"" – Realizzazione nuovo polo scolastico elementari medie e superiori con annessa palestra scolastica",10 - Scuole (Palestre),13330681.630000001,FA_5 - Progetto esecutivo approvato,054007,OS_12,FA_5,Progetto esecutivo approvato,COMUNE DI CASCIA - PG -,84002410540
Foligno,PG,OS,Opere statali,ES_632,ES_632,UMBRIA,C61B21006960001,,Scuola Primaria di Sportella Marini – Ed. in c.a.,10 - Scuole,1054500,FA_3 - Incarico di progettazione affidato,054018,OS_31,FA_3,Incarico di progettazione affidato,COMUNE DI FOLIGNO - PG -,00166560540
Teramo,TE,OS,Opere statali,ES_208,ES_208,ABRUZZO,G43B17000390001,,ERP 481 - via Dragonetti n.2/4,5 - Edilizia residenziale pubblica,721492.47999999998,FA_3 - Incarico di progettazione affidato,067041,OS_7,FA_3,Incarico di progettazione affidato,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA 2016 DELLA REGIONE ABRUZZO,92054150674
San Ginesio,MC,OS,Opere statali,ES_1035,ES_1035,MARCHE,G43D21000860001,,Lotto C - Sistemazione Area Sportiva in via dei Tiratori,10 - Scuole,736735.62,FA_9 - Collaudo,043046,OS_31,FA_9,Collaudo,COMUNE DI SAN GINESIO - MC -,00215270430
Montorio al Vomano,TE,OS,Opere statali,ES_193,ES_193,ABRUZZO,G93B17000440001,,ERP 509 - C.da Torrito n.5/A,5 - Edilizia residenziale pubblica,332455.5,FA_6 - Avvio procedure per l'aggiudicazione dei lavori,067028,OS_7,FA_6,Avvio procedure per l'aggiudicazione dei lavori,A.T.E.R. DELLA PROVINCIA DI TERAMO,00061800678
Arquata del Tronto,AP,OS,Opere statali,ES_316,ES_316,MARCHE,H23D21001160001,,Torre civica e Monumento ai caduti - Attività di progettazione,11 - Altre opere pubbliche,98000,FA_0 - Rup non nominato,044006,OS_19,FA_0,Rup non nominato,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE MARCHE,93151650426
Preci,PG,OC,Opere comunali,EU_2998,EU_2998,Umbria,I43H17000010001,,Ambito Territoriale 4: Centri Comunità Preci Capoluogo e Loc. Montebufo,11 - Altre opere pubbliche,837500,FA_7 - Inizio Lavori,054043,OC_48,FA_7,Inizio lavori,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE UMBRIA,94162980547
Borgo Velino,RI,OC,Opere comunali,EU_1626,EU_1626,Lazio,I44H17000410001,P23.0047-0102,Chiesa di Santa Maria della Natività,2 - Chiese ed edifici di culto,616423,FA_3 - Incarico di progettazione affidato,057008,OC_129,FA_3,Incarico di progettazione affidato,COMUNE DI BORGO VELINO - RIETI -,00109190579
Orvieto,TR,OC,Opere comunali,EU_1730,EU_1730,Umbria,I49C22000110001,,Consolidamento e restauro del complesso di San Lorenzo in Vineis nel Cimitero monumentale di Orvieto,3 - Cimiteri,1500000,FA_5 - Progetto esecutivo approvato,055023,OC_129,FA_5,Progetto esecutivo approvato,COMUNE DI ORVIETO - TR -,81001510551
Foligno,PG,OS,Opere statali,ES_792,ES_792,UMBRIA,I69F17000130001,,Scuola Infanzia e Primaria di via Piermarini Ed. in muratura,10 - Scuole,2950800,FA_7 - Inizio Lavori,054018,OS_31,FA_7,Inizio lavori,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE UMBRIA,94162980547
Antrodoco,RI,OC,Opere comunali,EU_0204,EU_204,LAZIO,I89G19000080001,P23.0052-0020,Cimitero Monumentale,3 - Cimiteri,64462.71,FA_8 - Fine Lavori,057003,OC_109,FA_8,Fine lavori,COMUNE DI ANTRODOCO - RIETI -,00103110573
Loro Piceno,MC,OC,Opere comunali,EU_2933,EU_2933,Marche,J75E19000420002,4880,Illuminazione e arredo giardino Parco Girone,7 - Edilizia socio sanitaria,42000,FA_9 - Collaudo,043022,OC_48,FA_9,Collaudo,COMUNE DI LORO PICENO - MACERATA -,00185360435
Scheggino,PG,OC,Opere comunali,EU_1446,EU_1446,Umbria,J83D23000040005,,"Macro-intervento n° 2: Infrastrutture a rete, sottoservizi e aree pubbliche urbane fraz. San Valentino, fraz. Pontuglia - I stralcio; Ripristino muro contenimento centro storico di Pontuglia",9 - Opere di urbanizzazione e infrastrutture,900000,FA_5 - Progetto esecutivo approvato,054047,OC_129,FA_5,Progetto esecutivo approvato,COMUNE DI SCHEGGINO - PERUGIA -,84002810541
Perugia,PG,OC,Opere comunali,EU_3030,EU_3030,Umbria,J97E17000130001,14_020_UMB_003,Scuola sec. di I grado Carducci - Purgotti,10 - Scuole,5507213.5,FA_9 - Collaudo,054039,OC_14,FA_9,Collaudo,- COMMISSARIO PER LA RICOSTRUZIONE POST SISMA 2016 - EX ART 11 DPR 9 SETTEMBRE 2016,97914140583
Fiastra,MC,OC,Opere comunali,EU_1830,EU_1830,Marche,F27H21004950001,7565,"INTERVENTO DI RIGENERAZIONE URBANA, RIFACIMENTO SOTTOSERVIZI E VIABILITA' DELLA STRADA COMUNALE CHE VA DALL'INCROCIO CON LA PROVINCIALE 98 E ATTRAVERSA L'INTERA FRAZIONE DI SAN MARCO",9 - Opere di urbanizzazione e infrastrutture,1000000,FA_4 - Progetto definitivo/PFTE approvato,043017,OC_137,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI FIASTRA - MACERATA -,81000250431
Serravalle di Chienti,MC,OC,Opere comunali,EU_2097,EU_2097,Marche,B11B23000110001,7588,REALIZZAZIONE BRETELLA FRAZIONE GELAGNA ALTA CON SOTTOSERVIZI E CONSOLIDAMENTI DI MONTE E DI VALLE,9 - Opere di urbanizzazione e infrastrutture,2370000,FA_3 - Incarico di progettazione affidato,043052,OC_137,FA_3,Incarico di progettazione affidato,COMUNE DI SERRAVALLE DI CHIENTI - MC -,81000480434
Castelsantangelo sul Nera,MC,OC,Opere comunali,EU_2155,EU_2155,Marche,F41B21006250001,7380,RIPRISTINO IDRAULICO-STRUTTURALE DEL SERBATOIO COMUNALE DI SPINA DI GUALDO - Progettazione,12 - Solo Progettazione,8000,FA_4 - Progetto definitivo/PFTE approvato,043010,OC_137,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI CASTELSANTANGELO SUL NERA - MACERATA -,00242630432
Acquasanta Terme,AP,OC,Opere comunali,EU_2253,EU_2253,Marche,F66J21000080001,7679,RECUPERO DEL CIMITERO ARLI,3 - Cimiteri,385000,FA_7 - Inizio lavori,044001,OC_137,FA_7,Inizio lavori,COMUNE DI ACQUASANTA TERME - AP -,00356080440
Caldarola,MC,OC,Opere comunali,EU_2771,EU_2771,MARCHE,B91B21000370005,6392,Area Camper Albergo Comunale ( num. Stalli: 14 ),11 - Altre opere pubbliche,226000,FA_9 - Collaudo,043006,OC_77,FA_9,Collaudo,COMUNE DI CALDAROLA - MACERATA -,00217240431
Serravalle di Chienti,MC,OC,Opere comunali,EU_2983,EU_2983,Marche,B14F18000370002,4826,Elisuperficie esistente,9 - Opere di urbanizzazione e infrastrutture,89180,FA_8 - Fine lavori,043052,OC_48,FA_8,Fine lavori,COMUNE DI SERRAVALLE DI CHIENTI - MC -,81000480434
Cerreto di Spoleto,PG,OC,Opere comunali,EU_1416,EU_1416,Umbria,D76F22000130001,,Muro di contenimento parcheggio,9 - Opere di urbanizzazione e infrastrutture,350000,FA_3 - Incarico di progettazione affidato,054010,OC_129,FA_3,Incarico di progettazione affidato,COMUNE DI CERRETO DI SPOLETO - PG -,84002490542
Posta,RI,OC,Opere comunali,EU_2740,EU_2740,LAZIO,D82I19000820005,P23.0126-0007,Aree Camper - Realizzazione di aree attrezzate per finalità turistiche 1° Lotto - Bacugno - piazzole n. 6,11 - Altre opere pubbliche,124443.96,FA_4 - Progetto definitivo/PFTE approvato,057057,OC_77,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI POSTA - RIETI -,00123930570
Basciano,TE,OC,Opere comunali,EU_1507,EU_1507,Abruzzo,C47H21004420001,,Intervento di consolidamento della Torre dell'orologio danneggiata dagli eventi sismici del 2016,11 - Altre opere pubbliche,300000,FA_6 - Avvio procedure per l'aggiudicazione dei lavori,067005,OC_129,FA_6,Avvio procedure per l'aggiudicazione dei lavori,COMUNE DI BASCIANO - TERAMO -,80002910679
Colledara,TE,OC,Opere comunali,EU_1525,EU_1525,Abruzzo,C86G21012390005,,"Intervento di riparazione dell'edificio destinato a deposito del Cimitero sito in frazione Villa Petto danneggiato dal sisma 2016, individuato catastalmente al foglio n.4, p.lla 792",3 - Cimiteri,13500,FA_9 - Collaudo,067018,OC_129,FA_9,Collaudo,COMUNE DI COLLEDARA - TERAMO -,80004630671
Teramo,TE,OC,Opere comunali,EU_1557,EU_1557,Abruzzo,D46J22000290001,,Risanamento e recupero funzionale cimitero di Miano,3 - Cimiteri,250000,FA_6 - Avvio procedure per l'aggiudicazione dei lavori,067041,OC_129,FA_6,Avvio procedure per l'aggiudicazione dei lavori,COMUNE DI TERAMO - TE -,00174750679
Ussita,MC,OS,Opere statali,ES_39,ES_39,MARCHE,C57H21002510001,7792,Realizzazione delle opere di urbanizzazione (sottoservizi e muri di sostegno) del nucleo storico di Casali,9 - Opere di urbanizzazione e infrastrutture,1130000,FA_5 - Progetto esecutivo approvato,043056,OS_16,FA_5,Progetto esecutivo approvato,COMUNE DI USSITA - MC -,81001810431
Camporotondo di Fiastrone,MC,OS,Opere statali,ES_892,ES_892,MARCHE,C27B20000610001,,Palestra Comunale con annessi servizi,10 - Scuole (Palestre),1200000,FA_7 - Inizio lavori,043008,OS_31,FA_7,Inizio lavori,COMUNE DI CAMPOROTONDO DI FIASTRONE - MC -,00243720430
Cortino,TE,OS,Opere statali,ES_710,ES_710,ABRUZZO,F37H23002380001,,Riparazione ed adeguamento opere di urbanizzazione Loc. Faieto,9 - Opere di urbanizzazione e infrastrutture,2230373.3199999998,FA_3 - Incarico di progettazione affidato,067022,OS_52,FA_3,Incarico di progettazione affidato,COMUNE DI CORTINO - TERAMO -,80004350676
Città Sant'Angelo,PE,OS,Opere statali,ES_748,ES_748,ABRUZZO,C45B19000010001,,Istituto superiore “B. Spaventa”- corpo ovest,10 - Scuole,1221700,FA_8 - Fine lavori,068012,OS_31,FA_8,Fine lavori,AMMINISTRAZIONE PROVINCIALE DI PESCARA,00212850689
Teramo,TE,OS,Opere statali,ES_565,ES_565,ABRUZZO,E41B21006080001,,edificio scolastico - Istituto Pascal di Teramo_ LOTTO 2,10 - Scuole,10545000,FA_4 - Progetto definitivo/PFTE approvato,067041,OS_31,FA_4,Progetto definitivo/PFTE approvato,AMMINISTRAZIONE PROVINCIALE DI TERAMO,80001070673
Pioraco,MC,OC,Opere comunali,EU_1862,EU_1862,Marche,G64B19000360001,4194,RIPRISTINO DELLA FUNZIONALITÀ STATICA E RESTAURO DEL MURO DI CINTA IN VIA MAESTRO ARMANNO,9 - Opere di urbanizzazione e infrastrutture,160000,FA_6 - Avvio procedure per l'aggiudicazione dei lavori,043039,OC_137,FA_6,Avvio procedure per l'aggiudicazione dei lavori,COMUNE DI PIORACO - MC -,00221260433
Castignano,AP,OS,Opere statali,ES_104,ES_104,MARCHE,G82J18012940001,,AUTORIMESSA A SERVIZIO DELLA STAZIONE CARABINIERI FORESTALI DI CASTIGNANO,1 - Caserme,91405.68,FA_9 - Collaudo,044012,OS_27,FA_9,Collaudo,AGENZIA DEL DEMANIO,06340981007
Montelparo,FM,OC,Opere comunali,EU_1989,EU_1989,Marche,H29J21012310005,7509,"RIGENERAZIONE URBANA E MESSA IN SICUREZZA VIE EDI INFRASTRUTTURE DEL CENTRO STORICO: VIA CASTELLO, TRATTO INIZIALE VIA MARZIALI, VIA SANTA MARIA NOVELLA TRATTO FINALE, VIA VALLE TRATTO FINALE, VIA PETROCCHINI, TRATTO INIZIALE VIA CATANOVETTA",9 - Opere di urbanizzazione e infrastrutture,1280000,FA_3 - Incarico di progettazione affidato,109020,OC_137,FA_3,Incarico di progettazione affidato,COMUNE DI MONTELPARO - AP -,81000670448
Roccafluvione,AP,OC,Opere comunali,EU_0808,EU_808,MARCHE,H69G18000230001,3151,Civico cimitero Marsia Capoluogo,3 - Cimiteri,230000,FA_8 - Fine lavori,044064,OC_109,FA_8,Fine lavori,COMUNE DI ROCCAFLUVIONE - ASCOLI PICENO -,80004250447
Sellano,PG,OC,Opere comunali,EU_1150,EU_1150,UMBRIA,H93D20002590006,,Loc. Postignano,5 - Edilizia residenziale pubblica,1257063.29,FA_9 - Collaudo,054048,OC_109,FA_9,Collaudo,A.T.E.R. REGIONE UMBRIA,01457790556
Cascia,PG,OC,Opere comunali,EU_3441,EU_3441,Umbria,I63H17000020007,,Ambito Territoriale 2: Lotto 2 Centri Comunità Cascia Loc. Collegiacone,9 - Opere di urbanizzazione e infrastrutture,344500,FA_7 - Inizio Lavori,054007,OC_48,FA_7,Inizio lavori,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE UMBRIA,94162980547
Isola del Gran Sasso d'Italia,TE,OC,Opere comunali,EU_0058,EU_58,ABRUZZO,I73C20007780002,,Palestra scuola media Parrozzani,11 - Altre opere pubbliche,194550,FA_9 - Collaudo,067026,OC_109,FA_9,Collaudo,COMUNE DI ISOLA DEL GRAN SASSO D'ITALIA - TERAMO -,80003790674
Poggio San Vicino,MC,OC,Opere comunali,EU_2966,EU_2966,Marche,I75B18000590005,4887,Riqualificazione edificio ex scuola materna,7 - Edilizia socio sanitaria,42000,FA_9 - Collaudo,043040,OC_48,FA_9,Collaudo,COMUNE DI POGGIO SAN VICINO - MACERATA -,00312750433
Tossicia,TE,OC,Opere comunali,EU_3063,EU_3063,ABRUZZO,I85F21002210002,,Lavori di messa in sicurezza percorsi pedonali accesso al polo museale sito nel palazzo marchesale,9 - Opere di urbanizzazione e infrastrutture,99820,FA_9 - Collaudo,067045,OC_104,FA_9,Collaudo,COMUNE DI TOSSICIA - TERAMO -,80000370678
Montereale,AQ,OC,Opere comunali,EU_1485,EU_1485,Abruzzo,I86J22000140006,,Case popolari fraz. Cavallari,5 - Edilizia residenziale pubblica,266662,FA_6 - Avvio procedure per l'aggiudicazione dei lavori,066056,OC_129,FA_6,Avvio procedure per l'aggiudicazione dei lavori,COMUNE DI MONTEREALE - L'AQUILA -,00096510664
Foligno,PG,OS,Opere statali,ES_619,ES_619,UMBRIA,J62C21002150001,,Istituto Magistrale “Beata Angela” - Miglioramento sismico,10 - Scuole,7007200,FA_3 - Incarico di progettazione affidato,054018,OS_31,FA_3,Incarico di progettazione affidato,AMMINISTRAZIONE PROVINCIALE DI PERUGIA,00443770540
Marsciano,PG,OC,Opere comunali,EU_3787,EU_3787,UMBRIA,J66F21000040002,,Ex scuola primaria San Biagio della Valle,11 - Altre opere pubbliche,650000,FA_1 - Rup nominato e cronoprogramma condiviso,054027,OC_263,FA_1,Rup nominato e cronoprogramma condiviso,COMUNE DI MARSCIANO - PG -,00312450547
Assisi,PG,OS,Opere statali,ES_612,ES_612,UMBRIA,J71B21002780001,,"ITCG ""R. Bonghi"" – Blocco A_Miglioramento sismico",10 - Scuole,2636000,FA_3 - Incarico di progettazione affidato,054001,OS_31,FA_3,Incarico di progettazione affidato,AMMINISTRAZIONE PROVINCIALE DI PERUGIA,00443770540
Montecastrilli,TR,OC,Opere comunali,EU_1726,EU_1726,Umbria,J78I21000230005,,Spogliatoi Impianto Sportivo di Montecastrilli,11 - Altre opere pubbliche,100000,FA_3 - Incarico di progettazione affidato,055017,OC_129,FA_3,Incarico di progettazione affidato,COMUNE DI MONTECASTRILLI - TR -,00096090550
Castelraimondo,MC,OC,Opere comunali,EU_0850,EU_850,MARCHE,F35C19000030002,2078,EX PALAZZO COMUNALE CASTEL SANTA MARIA,11 - Altre opere pubbliche,124601.07,FA_7 - Inizio lavori,043009,OC_109,FA_7,Inizio lavori,COMUNE DI CASTELRAIMONDO - MC -,00116600438
Macerata,MC,OC,Opere comunali,EU_0969,EU_969,MARCHE,F83I19000680001,6450,Caserma dei Vigili del Fuoco - 2° Stralcio - Corpo Principale,1 - Caserme,12765286.16,FA_6 - Avvio procedure per l'aggiudicazione dei lavori,043023,OC_109,FA_6,Avvio procedure per l'aggiudicazione dei lavori,AMMINISTRAZIONE PROVINCIALE DI MACERATA,80001250432
Rotella,AP,OC,Opere comunali,EU_1950,EU_1950,Marche,C74J23000050003,4515,RIPRISTINO STRUTTURALE DEL MURO DI CONTENIMENTO A VALLE DEL CAMPO SPORTIVO A CASTEL DI CROCE,9 - Opere di urbanizzazione e infrastrutture,150000,FA_4 - Progetto definitivo/PFTE approvato,044065,OC_137,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI ROTELLA - AP -,00358230449
Cugnoli,PE,OC,Opere comunali,EU_0106,EU_106,ABRUZZO,C94J19000060001,,ERP-CONTRADA FINOCCHIO,5 - Edilizia residenziale pubblica,350000,FA_7 - Inizio lavori,068017,OC_109,FA_7,Inizio lavori,COMUNE DI CUGNOLI - PE -,80003250687
Atri,TE,OS,Opere statali,ES_537,ES_537,ABRUZZO,E32C21000950001,,edificio scolastico - IPSIA Zoli,10 - Scuole,2420077,FA_4 - Progetto definitivo/PFTE approvato,067004,OS_31,FA_4,Progetto definitivo/PFTE approvato,AMMINISTRAZIONE PROVINCIALE DI TERAMO,80001070673
Campotosto,AQ,OS,Opere statali,ES_263,ES_263,ABRUZZO,B43G20002510005,,Ex edificio scolastico pluriuso via Roma,11 - Altre opere pubbliche,1636300,FA_5 - Progetto esecutivo approvato,066016,OS_13,FA_5,Progetto esecutivo approvato,COMUNE DI CAMPOTOSTO - L'AQUILA -,00085160661
Arquata del Tronto,AP,OS,Opere statali,ES_93,ES_93,MARCHE,G28D18000020001,,CASERMA CARABINIERI DI ARQUATA DEL TRONTO,1 - Caserme,3127498.67,FA_7 - Inizio lavori,044006,OS_27,FA_7,Inizio lavori,AGENZIA DEL DEMANIO,06340981007
Preci,PG,OS,Opere statali,ES_371,ES_371,UMBRIA,G42C21000180001,,Loc. Todiano - Ed. Piazza della Torre,5 - Edilizia residenziale pubblica,1293286.97,FA_5 - Progetto esecutivo approvato,054043,OS_39,FA_5,Progetto esecutivo approvato,COMUNE DI PRECI - PG -,84002730541
Apiro,MC,OC,Opere comunali,EU_2353,EU_2353,Marche,H56J23000030001,2152,BLOCCO LOCULI 8 CIMITERO DI APIRO - (RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO),3 - Cimiteri,218500,FA_4 - Progetto definitivo/PFTE approvato,043002,OC_137,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI APIRO - MC -,00311510432
Fiuminata,MC,OC,Opere comunali,EU_2034,EU_2034,Marche,I45F22000410001,7423,BORGO STORICO DI CASTELLO: RIPRISTINO DELLA PAVIMENTAZIONE STORICA ALL'INTERNO DELLE MURA TRATTO DAL CIVICO 67 PERCORSO FINO ALLA PIAZZETTA CIVICO 92 E TRATTO FRONTE CHIESA FINO ALL'ARCHETTO,11 - Altre opere pubbliche,300000,FA_6 - Avvio procedure per l'aggiudicazione dei lavori,043019,OC_137,FA_6,Avvio procedure per l'aggiudicazione dei lavori,COMUNE DI FIUMINATA - MACERATA -,00266030436
Camerino,MC,OS,Opere statali,ES_990,ES_990,MARCHE,J12C21001790001,,EDIFICIO GRANELLI,10 - Università,4313616.5999999996,FA_7 - Inizio lavori,043007,OS_31,FA_7,Inizio lavori,UNIVERSITA' DEGLI STUDI DI CAMERINO,81001910439
Arquata del Tronto,AP,OC,Opere comunali,EU_2894,EU_2894,Marche,J29B18000110002,4819,Elisuperficie esistente,9 - Opere di urbanizzazione e infrastrutture,64660,FA_9 - Collaudo,044006,OC_48,FA_9,Collaudo,COMUNE DI ARQUATA DEL TRONTO - AP -,00353580442
Arquata del Tronto,AP,OC,Opere comunali,EU_2892,EU_2892,Marche,J29I18000010002,4830,Nuova illuminazione pubblica vie di accesso alle SAE,9 - Opere di urbanizzazione e infrastrutture,120000,FA_9 - Collaudo,044006,OC_48,FA_9,Collaudo,COMUNE DI ARQUATA DEL TRONTO - AP -,00353580442
Gubbio,PG,OC,Opere comunali,EU_1664,EU_1664,Umbria,G32C21000730001,,Chiesa all'interno del Cimitero frazionale di Torre dei Calzolari,3 - Cimiteri,100000,FA_5 - Progetto esecutivo approvato,054024,OC_129,FA_5,Progetto esecutivo approvato,COMUNE DI GUBBIO - PG -,00334990546
Sulmona,AQ,OS,Opere statali,ES_353,ES_353,ABRUZZO,G51B21003710001,,Adeguamento sismico - Stazione Comando dei Carabinieri di Sulmona (AQ),1 - Caserme,6988837,FA_5 - Progetto esecutivo approvato,066098,OS_27,FA_5,Progetto esecutivo approvato,AGENZIA DEL DEMANIO,06340981007
Monte Rinaldo,FM,OC,Opere comunali,EU_2943,EU_2943,Marche,H35I18000250005,4852,Polo ricreativo e culturale (Palazzo Fossi),11 - Altre opere pubbliche,42000,FA_9 - Collaudo,109021,OC_48,FA_9,Collaudo,COMUNE DI MONTE RINALDO - ASCOLI PICENO -,00396470445
Montegallo,AP,OC,Opere comunali,EU_2122,EU_2122,Marche,H71J23000210001,7336,RIPARAZIONE DANNI SISMA E MITIGAZIONE DEL DISSESTO DEL MURAGLIONE SU IMMOBILE ERP IN VIA MARCONI IN FRAZIONE BALZO - Progettazione,12 - Solo Progettazione,32000,FA_4 - Progetto definitivo/PFTE approvato,044038,OC_137,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440
Bolognola,MC,OC,Opere comunali,EU_3172,EU_3172,MARCHE,I83G20000790002,,"Lavori di ristrutturazione e riqualificazione degli spazi di aggregazione all’aperto - nel centro storico, Villa da Piedi e Villa di Mezzo; in zona esterna l’area ludica a Pintura.",9 - Opere di urbanizzazione e infrastrutture,199445,FA_7 - Inizio Lavori,043005,OC_104,FA_7,Inizio lavori,COMUNE DI BOLOGNOLA - MC -,81000910430
Penna San Giovanni,MC,OC,Opere comunali,EU_3204,EU_3204,MARCHE,F27H21000730001,,"Lavori di recupero del complesso immobiliare ""Ex Colonia - F. Quaglia"", sito nel centro storico cittadino",11 - Altre opere pubbliche,100000,FA_9 - Collaudo,043035,OC_104,FA_9,Collaudo,COMUNE DI PENNA SAN GIOVANNI - MACERATA -,83002570436
Massa Fermana,FM,OC,Opere comunali,EU_0816,EU_816,MARCHE,C23G20001050001,4572,PALAZZO DELL'OROLOGIO,11 - Altre opere pubbliche,38793.199999999997,FA_9 - Collaudo,109011,OC_109,FA_9,Collaudo,COMUNE DI MASSA FERMANA - ASCOLI PICENO -,00380940445
Ussita,MC,OC,Opere comunali,EU_0922,EU_922,MARCHE,C54F20000000002,3839,Cabina Cornaccione Nuovo - Partenza (LOTTO 7 IMPIANTI SCIISTICI),11 - Altre opere pubbliche,168722.92,FA_9 - Collaudo,043056,OC_109,FA_9,Collaudo,COMUNE DI USSITA - MC -,81001810431
Montedinove,AP,OC,Opere comunali,EU_1929,EU_1929,Marche,E39J21018160001,7519,SISTEMAZIONE SOTTOSERVIZI A RIDOSSO DI EDIFICI INAGIBILI,9 - Opere di urbanizzazione e infrastrutture,2878000,FA_4 - Progetto definitivo/PFTE approvato,044034,OC_137,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI MONTEDINOVE - ASCOLI PICENO -,00360220446
