cup,soggetto_titolare,cf_piva_soggetto,categoria_soggetto,sotto_categoria_soggetto,natura,tipologia_intervento,settore_intervento,sotto_settore_intervento,categoria_intervento,descrizione_cup,anno_decisione,importo_costo_progetto,importo_finanziamento,tipo_copertura,strumento,numero_cup_collegati,cup_master_collegato,url_opencup
B96H17000050005,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,ABITATIVE,EDIFICI DANNEGGIATI DA CALAMITA' NATURALI,EDIFICIO EX OSPEDALE*VIALE GIACOMO MATTEOTTI*SISMA 2016 2017: RISANAMENTO CONSERVATIVO CON MIGLIORAMENTO SISMICO,2017,2000000.0,2000000.0,COMUNALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B96H17000050005
B96J22000110006,COMUNE DI CASTORANO - AP -,80003750447,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,PIAZZA UMBERTO I E TORRE CIVICA*PIAZZA UMBERTO I*MIGLIORAMENTO SISMICO DELLA TORRE CIVICA E CONTESTUALE RIFUNZIONALIZZAZIONE. RIQUALIFICAZIONE PIAZZA UMBERTO I,2022,565310.0,565310.0,COMUNITARIA,ALTRO-PIANO NAZIONALE COMPLEMENTARE AL PNRR,0,"",https://opencup.gov.it/portale/progetto/-/cup/B96J22000110006
B97F18000200001,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RESTAURO,INFRASTRUTTURE SOCIALI,DIREZIONALI E AMMINISTRATIVE,STRUTTURE/INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE,"OPERE DI RESTAURO PALAZZO PALLOTTA*PIAZZA VITTORIO EMANUELE, 13*RESTAURO E RECUPERO FUNZIONALE CON MIGLIORAMENTO SISMICO PALAZZO PALLOTTA",2018,7083000.0,7083000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B97F18000200001
B97F18000210002,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RESTAURO,INFRASTRUTTURE SOCIALI,"SPORT, SPETTACOLO E TEMPO LIBERO",TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO,OPERE DI RIPARAZIONE DANNI E RESTAURO DEL TEATRO COMUNALE*VIA PALLOTTA*OPERE DI RIPARAZIONE DANNI E RESTAURO DEL TEATRO COMUNALE,2018,640000.0,640000.0,REGIONALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B97F18000210002
B97G21000130001,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE DI TRASPORTO,TRASPORTO URBANO,ALTRI STRUTTURE/INFRASTRUTTURE DI TRASPORTO URBANE,INTERVENTI DI RIGENERAZIONE URBANA PER IL RIPRISTINO DELLE PAVIMENTAZIONI E DELLE OPERE DI URBANIZZAZIONE NELLE AREE DEL CENTRO STORICO DEL CAPOLUOGO NON INTERESSATE DAI PIANI ATTUATIVI*VIA VIE VARIE DEL CENTRO STORICO*RIPRISTINO PAVIMENTAZIONE DEL CENTRO STORICO,2021,2800000.0,2800000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B97G21000130001
B97G21000140001,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE DI TRASPORTO,TRASPORTO URBANO,ALTRI STRUTTURE/INFRASTRUTTURE DI TRASPORTO URBANE,AREE STORICHE DELLE FRAZIONI NON INTERESSATE DAI PIANI ATTUATIVI*VIA VIE VARIE DEI NUCLEI FRAZIONALI*INTERVENTI DI RIGENERAZIONE URBANA PER IL RIPRISTINO DELLE PAVIMENTAZIONI E DELLE OPERE DI URBANIZZAZIONE NELLE AREE STORICHE DELLE FRAZIONI,2021,1300000.0,1300000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B97G21000140001
B97G21000150001,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE DI TRASPORTO,TRASPORTO URBANO,ALTRI STRUTTURE/INFRASTRUTTURE DI TRASPORTO URBANE,INTERVENTI DI RIQUALIFICAZIONE E RIGENERAZIONE URBANA  - I STRALCIO*VIA FALERIENSE*AREA DI COLLEGAMENTO DI VIA FALERIENSE CON VIA FIORENZUOLA,2021,316240.0,316240.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B97G21000150001
B97G21000160001,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE DI TRASPORTO,TRASPORTO URBANO,ALTRI STRUTTURE/INFRASTRUTTURE DI TRASPORTO URBANE,AREA DI COLLEGAMENTO DI VIA FALERIENSE CON VIA FIORENZUOLA - II STRALCIO*VIA FALERIENSE*INTERVENTI DI RIQUALIFICAZIONE E RIGENERAZIONE URBANA DELL'AREA DI COLLEGAMENTO DI VIA FALERIENSE CON VIA FIORENZUOLA - II STRALCIO,2021,500000.0,500000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B97G21000160001
B97H22004040001,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA PER DISSESTO IDROGEOLOGICO,INFRASTRUTTURE DI TRASPORTO,STRADALI,STRADE RURALI,OPERE DI SISTEMAZIONE FRANA IN LOC. VALCIMARRA*VALCIMARRA*OPERE DI SISTEMAZIONE FRANA IN LOC. VALCIMARRA,2022,2000000.0,2000000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B97H22004040001
B98C18000050005,COMUNE DI MONSAMPOLO DEL TRONTO - AP -,82000530442,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,MONUMENTI,MURA MEDIEVALI*VIA KENNEDY*SISMA 2016 2017; LATO NORD: RESTAURO E RIPARAZIONE DANNI,2018,269400.0,269400.0,COMUNALE,ALTRO-PRIMO PROGRAMMA OO.PP. SISMA 2016,0,"",https://opencup.gov.it/portale/progetto/-/cup/B98C18000050005
B98I21001050001,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RISTRUTTURAZIONE CON EFFICIENTAMENTO ENERGETICO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE,"OPERE DI RIPARAZIONE DANNI E RISTRUTTURAZIONE EDILIZIA ALBERGO COMUNALE*PIAZZA XXIV MAGGIO, 16*RISTRUTTURAZIONE E RECUPERO ALBERGO COMUNALE",2021,2853760.0,2853760.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B98I21001050001
B99B18000220001,COMUNE DI LAPEDONA - ASCOLI PICENO -,00357010446,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE SOCIALI,CULTO,ALTRI EDIFICI PER IL CULTO,CIMITERO COMUNALE*VIA ALDO MORO*RIPRISTINO FUNZIONALE PARTE MONUMENTALE DEL CIMITERO COMUNALE - DANNI SISMA 2016,2018,209543.0,209543.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B99B18000220001
B99D22000160005,COMUNE DI MONSAMPOLO DEL TRONTO - AP -,82000530442,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RESTAURO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,CIMITERI,RESTAURO E RIPARAZIONE DANNI SISMA 2016 DELLA PARTE STORICA DEL CIVICO CIMITERO DI MONSAMPOLO*CONTRADA COMUNANZA*RESTAURO E RIPARAZIONE DANNI SISMA 2016 DELLA PARTE STORICA DEL CIVICO CIMITERO DI MONSAMPOLO,2023,1000000.0,1000000.0,ALTRA PUBBLICA,ALTRO-FONDI SISMA 2016 - Piano OO.PP. 2023  Comune di Monsampolo del Tronto,0,"",https://opencup.gov.it/portale/progetto/-/cup/B99D22000160005
B99I21000300001,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,ACQUISTO O REALIZZAZIONE DI SERVIZI,MANUTENZIONE STRAORDINARIA,SERVIZI PER LA P.A. E PER LA COLLETTIVITA',ALTRI SERVIZI PER LA COLLETTIVITA',ALTRI SERVIZI PER LA COLLETTIVITA',INTERVENTI DI RIGENERAZIONE URBANA MEDIANTE RISTRUTTURAZIONE URBANISTICA DI AREE E FABBRICATI IN ATTUAZIONE DEL PIANO ATTUATIVO DELLE FRAZIONI DI CALDAROLA*VIA FRAZIONI*INTERVENTI ED OPERE IN ATTUAZIONE DEI PIANI ATTUATIVI DELLE FRAZIONI,2021,2450000.0,2450000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B99I21000300001
B99J20000170001,COMUNE DI CASTORANO - AP -,80003750447,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA PER ACCESSIBILITA' E ABBATTIMENTO DELLE BARRIERE ARCHITETTONICHE,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,VERDE PUBBLICO,SISTEMAZIONE ESTERNA E RIQUALIFICAZIONE AREE VERDI NUOVO POLO SCOLASTICO (PARCO CAMPO FIERA)*PARCO CAMPO FIERA*INTERVENTO DI SISTEMAZIONE ESTERNA E RIQUALIFICAZIONE AREA VERDE A SERVIZIO DEL POLO SCOLASTICO FINANZIATO CON ORDINANZA COMMISSARIALE N. 33 DEL 11/07/2017 E N. 35 DEL 31 LUGLIO 2017 PROGRAMMA STRAORDINARIO PER LA RIAPERTURA DELLE SCUOLE NEI TERRITORI DELL,2020,200000.0,200000.0,STATALE,ALTRO-ORDINANZA n. 104 del 29/07/2020 - contributi di cui all art. 9  undetricies del decreto legge 24 ottobre 2019 n. 12,0,"",https://opencup.gov.it/portale/progetto/-/cup/B99J20000170001
B99J21025710001,COMUNE DI CALDAROLA - MACERATA -,00217240431,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,ACQUISTO O REALIZZAZIONE DI SERVIZI,MANUTENZIONE STRAORDINARIA,SERVIZI PER LA P.A. E PER LA COLLETTIVITA',ALTRI SERVIZI PER LA COLLETTIVITA',ALTRI SERVIZI PER LA COLLETTIVITA',INTERVENTI ED OPERE IN ATTUAZIONE DEI PIANI ATTUATIVI DEL CAPOLUOGO*ZONE VARIE DEL CAPOLUOGO*INTERVENTI ED OPERE IN ATTUAZIONE DEI PIANI ATTUATIVI DEL CAPOLUOGO,2021,7000000.0,7000000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B99J21025710001
C11B17001020001,COMUNE DI PENNE - PE -,00224710681,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI",REALIZZAZIONE NUOVO EDIFICIO SCOLASTICO ISTITUTO COMPRENSIVO M. GIARDINI - SECONDO LOTTO*VIA ALESSANDRO CASELLI*REALIZZAZIONE NUOVO EDIFICIO SCOLASTICO SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO - II LOTTO,2017,2000000.0,2000000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/C11B17001020001
C11B18000010001,COMUNE DI MONTALTO DELLE MARCHE - AP -,80000490443,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SANITARIE,RESIDENZE SANITARIE ASSISTENZIALI,CASA DI RIPOSO E RESIDENZA PROTETTA*VIA ROMITORIO 1*SISMA 2016 2017: RIPARAZIONE DANNI,2018,226300.0,226300.0,STATALE,"ALTRO-FONDI RICOSTRUZIONE SISMA 2016, BILANCIO COMUNALE",0,"",https://opencup.gov.it/portale/progetto/-/cup/C11B18000010001
C12C21002300001,AMMINISTRAZIONE PROVINCIALE DI FERMO,90038780442,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI PROVINCIALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI",LAVORI DI MIGLIORAMENTO SISMICO DELLEDIFICIO SEDE DELL IST. PROF. ENOG. SOC. SAN. TARANTELLI DI SANTELPIDIO A MARE*CORSO BACCIO N. 25*LAVORI DI MIGLIORAMENTO SISMICO DELLEDIFICIO SEDE DELL IST. PROF. ENOG. SOC. SAN. TARANTELLI DI SANTELPIDIO A MARE,2021,1812000.0,1812000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/C12C21002300001
C13D21002700005,COMUNE DI MONTALTO DELLE MARCHE - AP -,80000490443,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE SOCIALI,CULTO,EDIFICI PER SERVIZI RELIGIOSI,RECUPERO FUNZIONALE CIMITERO CAPOLUOGO*STRADA COMUNALE MARMO*SISTEMAZIONE DANNI ALLE CAPPELLINE E LOCULI,2021,260000.0,260000.0,ALTRA PUBBLICA,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/C13D21002700005
C13D21002710005,COMUNE DI MONTALTO DELLE MARCHE - AP -,80000490443,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE SOCIALI,CULTO,EDIFICI PER SERVIZI RELIGIOSI,RECUPERO FUNZIONALE CIMITERO PATRIGNONE*C.DA SANTISSIMA ANNUNZIATA*RECUPERO FUNZIONALE CAPPELLINA E LOCULI,2021,250500.0,250500.0,ALTRA PUBBLICA,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/C13D21002710005
C13D21002720005,COMUNE DI MONTALTO DELLE MARCHE - AP -,80000490443,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE SOCIALI,CULTO,EDIFICI PER SERVIZI RELIGIOSI,RECUPERO FUNZIONALE CIMITERO FRAZIONE DI PORCHIA*C.DA SANTA MARIA*LAVORI DI RECUPERO DELLA CAPPELLINA E ALCUNI LOCULI,2021,175520.0,175520.0,ALTRA PUBBLICA,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/C13D21002720005
C13D21002750005,COMUNE DI MONTALTO DELLE MARCHE - AP -,80000490443,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE SOCIALI,"SPORT, SPETTACOLO E TEMPO LIBERO",ALTRE STRUTTURE RICREATIVE,RECUPERO LOCALI COMUNALI IN VIA TOBIA ARMELLINI - FRAZIONE PORCHIA*VIA TOBIA ARMELLINI*RECUPERO LOCALI COMUNALI,2021,710000.0,710000.0,ALTRA PUBBLICA,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/C13D21002750005
C13D21002770005,COMUNE DI MONTALTO DELLE MARCHE - AP -,80000490443,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,ALTRE STRUTTURE SOCIALI,RESTAURO E RECUPERO FUNZIONALE CASA PAQUALINI*C.DA LAGO*RESTAURO E RECUPERO FUNZIONALE CASA PAQUALINI,2021,405660.0,405660.0,ALTRA PUBBLICA,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/C13D21002770005
C13D21003210005,COMUNE DI MONTALTO DELLE MARCHE - AP -,80000490443,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,ALTRE STRUTTURE SOCIALI,RECUPERO E MIGLIORAMENTO SISMICO DELL'EX MERCATO DI PORCHIA*CORSO UMBERTO I°*RECUPERO E MIGLIORAMENTO SISMICO DELL'EX MERCATO DI PORCHIA,2021,170000.0,170000.0,ALTRA PUBBLICA,"ALTRO-PNRR - MISSIONE 5 INCLUSIONE E COESIONE, COMPONENTE 3 INTERVENTI SPECIALI PER LA COESIONE TERRITORIALE. INTERVENTI PER LE AREE DEL TERREMOTO 2009 E 2016",0,"",https://opencup.gov.it/portale/progetto/-/cup/C13D21003210005
C13D21003230005,COMUNE DI MONTALTO DELLE MARCHE - AP -,80000490443,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE DI TRASPORTO,STRADALI,"STRADE REGIONALI, PROVINCIALI E COMUNALI",CONSOLIDAMENTO E RECUPERO FUNZIONALE DEI GARAGE COMUNALI E VIA GIUSEPPE SACCONI*VIA GIUSEPPE SACCONI*CONSOLIDAMENTO E RECUPERO FUNZIONALE DEI GARAGE COMUNALI E VIA GIUSEPPE SACCONI,2021,1082400.0,1082400.0,ALTRA PUBBLICA,"ALTRO-PNRR - Missione 5 Inclusione e Coesione, Componente 3 Interventi speciali per la coesione territoriale. Interventi per le aree del terremoto 2009 e 2016",0,"",https://opencup.gov.it/portale/progetto/-/cup/C13D21003230005
C13D21003240005,COMUNE DI MONTALTO DELLE MARCHE - AP -,80000490443,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE DI TRASPORTO,STRADALI,"STRADE REGIONALI, PROVINCIALI E COMUNALI",INTERVENTO DI RIQUALIFICAZIONE DI PIAZZA UMBERTO I*PIAZZA UMBERTO I°*INTERVENTO DI RIQUALIFICAZIONE DI PIAZZA UMBERTO I,2021,412348.0,412348.0,ALTRA PUBBLICA,"ALTRO-PNRR - Missione 5 Inclusione e Coesione, Componente 3 Interventi speciali per la coesione territoriale. Interventi per le aree del terremoto 2009 e 2016",0,"",https://opencup.gov.it/portale/progetto/-/cup/C13D21003240005
C13G25000040005,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE LAZIO,90076740571,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RISTRUTTURAZIONE CON EFFICIENTAMENTO ENERGETICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,ADEGUAMENTO SISMICO EDIFICI APPARTENENTI AL COMPLESSO DELLA CHIESA DI S. DOMENICO ED ALTRI EDIFICI IN USO ALLA SCUOLA INTERFORZE PER LA DIFESA NBC  CASERMA VERDIROSI*PIAZZA MARCONI*LAVORI DI ADEGUAMENTO SISMICO DI DIVERSI IMMOBILI ALL'INTERNO DEL COMPLESSO DELLA CASERMA VERDIROSI,2025,3.296E7,3.296E7,ALTRA PUBBLICA,ALTRO-ORDINANZA COMMISSARIO STRAORDINARIO SISMA 2016,0,"",https://opencup.gov.it/portale/progetto/-/cup/C13G25000040005
C13H18000130001,COMUNE DI BLERA - VITERBO -,80004210565,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI","UFFICIO TECNICO 3° SETTORE LL.PP. E URBANISTICA*VIA UMBERTO I° ,27*DEMOLIZIONE E NUOVA COSTRUZIONE EDIFICIO SCOLASTICO",2018,1850000.0,1850000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/C13H18000130001
C13I23000140001,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE LAZIO,90076740571,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE AMBIENTALI E RISORSE IDRICHE,"PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE","ALTRE STRUTTURE/INFRASTRUTTURE PER LA PROTEZIONE, VALORIZZAZIONE E FRUIZIONE AMBIENTALE",ISTITUTO SPERIMENTALE DI GRANICOLTURA NAZZARENO STRAMPELLI IN COMUNE DI RIETI*LOC. CAMPOMORO*INTERVENTI DI CONSOLIDAMENTO E RIPRISTINO FUNZIONALE,2023,7048252.0,7048252.0,STATALE,"ALTRO-PRESIDENZA DEL CONSIGLIO DEI MINISTRI - COMM. STRAORD. DEI TERRITORI DELLE REGG. ABRUZZO, LAZIO, MARCHE E UMBRIA INTERESSATI DAGLI EV. SISMICI VERIFICATISI A FAR DATA DAL 24 AGOSTO 2016 - ORDINANZA SPECIALE N. 67/2023",0,"",https://opencup.gov.it/portale/progetto/-/cup/C13I23000140001
C14B19000260005,COMUNE DI PENNE - PE -,00224710681,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,MIGLIORAMENTO SISMICO EX CONVENTO DI COLLEROMANO*PIAZZA COLLEROMANO*MIGLIORAMENTO/ADEGUAMENTO SISMICO BENE STORICO/ARCHITETTONICO,2019,5000000.0,5000000.0,ALTRA PUBBLICA,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/C14B19000260005
C14F18000000001,COMUNE DI MONTALTO DELLE MARCHE - AP -,80000490443,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE SOCIALI,DIREZIONALI E AMMINISTRATIVE,STRUTTURE/INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE,MUNICIPIO*PIAZZA UMBERTO I 12*SISMA 2016 2017: RIPARAZIONE DANNI,2018,3874820.0,3874820.0,STATALE,"ALTRO-FONDI RICOSTRUZIONE SISMA 2016, BILANCIO COMUNALE",0,"",https://opencup.gov.it/portale/progetto/-/cup/C14F18000000001
