stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
"Revocato (include le azioni di revoca, sospensione e differimento)",13/06/2025,13/06/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE AZIENDE HANDLING ASSOCIATE ASSOHANDLERS OPERANTI NEI SEDIMI AEROPORTUALI ITALIANI,24 ORE,Nazionale,null,15/05/2025,Italia,Tutte,15/05/2025 12:16,2025-06-13,2025-06-13
"Revocato (include le azioni di revoca, sospensione e differimento)",13/06/2025,13/06/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE SOC. AVIATION SERVICES AEROPORTO DI VENEZIA,24 ORE,Interregionale,null,15/05/2025,Italia,Tutte,15/05/2025 13:13,2025-06-13,2025-06-13
"Revocato (include le azioni di revoca, sospensione e differimento)",13/06/2025,13/06/2025,OST CUB TRASPORTI,Aereo,PERSONALE AUTISTI SOC. SEA AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,30/04/2025,Italia,Tutte,30/04/2025 15:54,2025-06-13,2025-06-13
"Revocato (include le azioni di revoca, sospensione e differimento)",09/06/2025,09/06/2025,FILT-CGIL/FIT-CISL/UILT-UIL,Trasporto merci,PERSONALE SOC. CAPTRAIN ITALIA,8 ORE: DALLE 16.00 ALLE 23.59,Nazionale,null,28/05/2025,Italia,Tutte,28/05/2025 10:19,2025-06-09,2025-06-09
"Revocato (include le azioni di revoca, sospensione e differimento)",09/06/2025,09/06/2025,OST CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. ATC DI LA SPEZIA,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,27/05/2025,Liguria,La Spezia,27/05/2025 15:54,2025-06-09,2025-06-09
Effettuato,09/06/2025,09/06/2025,USB LAVORO PRIVATO,Trasporto merci,PERSONALE SOC. MEDWAY ITALIA,8 ORE: DALLE 16.00 ALLE 23.59,Nazionale,null,29/05/2025,Italia,Tutte,29/05/2025 14:19,2025-06-09,2025-06-09
"Revocato (include le azioni di revoca, sospensione e differimento)",08/06/2025,09/06/2025,FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/FAST-CONFSAL,Trasporto merci,PERSONALE VIAGGIANTE TRASPORTO MERCI SU FERRO SOC. GTS RAIL,24 ORE: DALLE 16.01 DELL' 8/6 ALLE 16.00 DEL 9/6,Nazionale,null,15/05/2025,Italia,Tutte,15/05/2025 13:41,2025-06-08,2025-06-09
Effettuato,06/06/2025,06/06/2025,OSR UILT-SGK,Trasporto pubblico locale,PERSONALE SOC. SAD DI BOLZANO,24 ORE,Locale,null,18/05/2025,Trentino-Alto Adige,Bolzano,22/05/2025 11:00,2025-06-06,2025-06-06
"Revocato (include le azioni di revoca, sospensione e differimento)",04/06/2025,04/06/2025,FILT-CGIL/FIT-CISL/UILT-UIL,Trasporto merci,PERSONALE SOC. CAPTRAIN ITALIA,8 ORE: DALLE 16.00 ALLE 23.59,Nazionale,null,24/05/2025,Italia,Tutte,24/05/2025 00:23,2025-06-04,2025-06-04
Effettuato,04/06/2025,05/06/2025,FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/FAST-CONFSAL,Trasporto merci,PERSONALE VIAGGIANTE TRASPORTO MERCI SU FERRO SOC. GTS RAIL,24 ORE: DALLE 16.01 DEL 4/6 ALLE 16.00 DEL 5/6,Nazionale,null,15/05/2025,Italia,Tutte,15/05/2025 19:55,2025-06-04,2025-06-05
Effettuato,04/06/2025,04/06/2025,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,"PERSONALE SOC. AUTOLINEE TOSCANE DIPARTIMENTO CENTRO PROVINCE DI FIRENZE, PISTOIA E PRATO",4 ORE: DALLE 17.30 ALLE 21.30,Territoriale,ASTENSIONE DAL LAVORO STRAORDINARIO DAL 03 AL 04 06 2025,22/05/2025,Toscana,Tutte,22/05/2025 22:22,2025-06-04,2025-06-04
Effettuato,03/06/2025,03/06/2025,ASSEMBLEA NAZIONALE  LAVORATORI MANUTENZIONE INFRASTRUTTURA RFI,Ferroviario,PERSONALE SOC. RFI IMPIANTI MANUTENZIONE INFRASTRUTTURE,23 ORE: DALLE 00.01 ALLE 23.00,Nazionale,null,20/04/2025,Italia,Tutte,20/04/2025 12:35,2025-06-03,2025-06-03
Effettuato,03/06/2025,03/06/2025,COBAS LAVORO PRIVATO/COORDINAMENTO FERROVIERI,Ferroviario,PERSONALE SOC. RFI IMPIANTI MANUTENZIONE INFRASTRUTTURE,23 ORE: DALLE 00.01 ALLE 23.00,Nazionale,null,20/04/2025,Italia,Tutte,20/04/2025 12:43,2025-06-03,2025-06-03
Effettuato,03/06/2025,03/06/2025,OSR/OSP ORSA AUTOFERRO TPL,Trasporto pubblico locale,"PERSONALE SOC. ARST PROVINCE DI CAGLIARI, SASSARI, NUORO E ORISTANO",4 ORE: VARIE MODALITA',Territoriale,null,22/05/2025,Sardegna,Tutte,22/05/2025 22:37,2025-06-03,2025-06-03
Effettuato,01/06/2025,01/06/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,24 ORE VARIE MODALITA',Territoriale,null,06/05/2025,Liguria,Genova,06/05/2025 15:16,2025-06-01,2025-06-01
Effettuato,31/05/2025,31/05/2025,OSR UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. APT BACINO DI GORIZIA,4 ORE: DALLE 19.00 ALLE 23.00,Locale,null,14/05/2025,Friuli-Venezia Giulia,Gorizia,14/05/2025 08:38,2025-05-31,2025-05-31
Effettuato,30/05/2025,30/05/2025,OSP CUB/SBM,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE PROVINCIA DI TRENTO,INTERA GIORNATA - ESCLUSI SETTORE FERROVIARIO E TPL,Provinciale,null,14/05/2025,Trentino-Alto Adige,Trento,21/05/2025 17:10,2025-05-30,2025-05-30
Effettuato,30/05/2025,30/05/2025,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. ATAF DI FOGGIA,24 ORE,Locale,null,15/04/2025,Puglia,Foggia,15/04/2025 09:50,2025-05-30,2025-05-30
Effettuato,30/05/2025,30/05/2025,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. ATC BACINO DI CASERTA,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,13/05/2025,Campania,Caserta,13/05/2025 16:15,2025-05-30,2025-05-30
"Revocato (include le azioni di revoca, sospensione e differimento)",30/05/2025,30/05/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. TUA REGIONE ABRUZZO,24 ORE,Regionale,null,19/05/2025,Abruzzo,Tutte,19/05/2025 19:46,2025-05-30,2025-05-30
Effettuato,30/05/2025,30/05/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,"PERSONALE SOC. SETA BACINI DI MODENA, REGGIO EMILIA E PIACENZA",4 ORE: VARIE MODALITA',Locale,null,13/05/2025,Emilia-Romagna,Tutte,13/05/2025 11:00,2025-05-30,2025-05-30
"Revocato (include le azioni di revoca, sospensione e differimento)",30/05/2025,30/05/2025,OST CUB TRASPORTI,Aereo,PERSONALE AUTISTI SOC. SEA AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,18/04/2025,Italia,Tutte,18/04/2025 12:07,2025-05-30,2025-05-30
"Revocato (include le azioni di revoca, sospensione e differimento)",30/05/2025,30/05/2025,OST FILT-CGIL/FIT-CISL/UILT-UIL/FEDERMAR-CISAL/USCLAC-UNCDIM-SMACD/CONFINTESA MARE E PORTI + RSU,Marittimo,PERSONALE SOC. CARONTE E TOURIST AREA STRETTO,8 ORE: DALLE 9.00 ALLE 17.00,Territoriale,null,20/05/2025,Sicilia,Messina,20/05/2025 16:39,2025-05-30,2025-05-30
Effettuato,28/05/2025,28/05/2025,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BRESCIA TRASPORTI DI BRESCIA,24 ORE,Locale,null,17/05/2025,Lombardia,Brescia,17/05/2025 10:25,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,OSP FILT-CGIL,Aereo,PERSONALE SOC. SWISSPORT ITALIA AEROPORTO DI MILANO LINATE,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,12/05/2025,Italia,Tutte,12/05/2025 14:15,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,"PERSONALE SOC. AUTOGUIDOVIE PROVINCE DI MILANO, PAVIA, CREMONA, MONZA E DELLA BRIANZA",24 ORE,Territoriale,null,12/05/2025,Lombardia,Milano,12/05/2025 19:14,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. AIRPORT HANDLING AEROPORTI DI MILANO LINATE E MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,15/05/2025,Italia,Tutte,15/05/2025 17:25,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,OST FIT-CISL,Aereo,PERSONALE SOC. SWISSPORT ITALIA AEROPORTO DI MILANO LINATE,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,13/05/2025,Italia,Tutte,13/05/2025 11:55,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,TAXI BARI/INTAXI,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO COMUNALE DI BARI,12 ORE: DALLE 9.00 ALLE 21.00,Locale,null,16/05/2025,Puglia,Bari,16/05/2025 16:54,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,UILT-UIL,Aereo,PERSONALE SOC. SWISSPORT ITALIA AEROPORTO DI MILANO LINATE,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,12/05/2025,Italia,Tutte,12/05/2025 16:59,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,USB LAVORO PRIVATO,Aereo,PERSONALE NAVIGANTE SOC. EASYJET AIRLINES,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,09/05/2025,Italia,Tutte,09/05/2025 10:56,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,USB TAXI,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO COMUNALE DI NAPOLI,24 ORE,Locale,null,14/05/2025,Campania,Napoli,14/05/2025 11:49,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,USB TAXI,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO COMUNALE DI ROMA CAPITALE,24 ORE,Locale,null,14/05/2025,Lazio,Roma,14/05/2025 11:51,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,USB TAXI,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO COMUNALE DI TORINO,24 ORE,Locale,null,14/05/2025,Piemonte,Torino,14/05/2025 11:52,2025-05-28,2025-05-28
Effettuato,28/05/2025,28/05/2025,USB TAXI,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO COMUNALE DI LAMEZIA TERME,24 ORE,Locale,null,15/05/2025,Calabria,Catanzaro,15/05/2025 09:52,2025-05-28,2025-05-28
"Revocato (include le azioni di revoca, sospensione e differimento)",27/05/2025,28/05/2025,OSP ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENORD,23 ORE: DALLE 03.00 DEL 27/5 ALLE 02.00 DEL 28/5,Regionale,null,21/03/2025,Lombardia,Tutte,21/03/2025 19:25,2025-05-27,2025-05-28
"Revocato (include le azioni di revoca, sospensione e differimento)",27/05/2025,27/05/2025,USB LAVORO PRIVATO,Aereo,PERSONALE NAVIGANTE SOC. EASYJET AIRLINES,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,07/05/2025,Italia,Tutte,07/05/2025 12:14,2025-05-27,2025-05-27
"Revocato (include le azioni di revoca, sospensione e differimento)",26/05/2025,26/05/2025,OST CUB TRASPORTI,Aereo,PERSONALE AUTISTI SOC. SEA AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,15/04/2025,Italia,Tutte,15/04/2025 12:31,2025-05-26,2025-05-26
"Revocato (include le azioni di revoca, sospensione e differimento)",26/05/2025,26/05/2025,OST FILT-CGIL/FIT-CISL/UILT-UIL/FEDERMAR-CISAL/USCLAC-UNCDIM-SMACD/CONFINTESA MARE E PORTI + RSU,Marittimo,PERSONALE SOC. CARONTE E TOURIST AREA STRETTO DI MESSINA,8 ORE: DALLE 9.00 ALLE 17.00,Territoriale,null,14/05/2025,Sicilia,Messina,14/05/2025 19:29,2025-05-26,2025-05-26
Effettuato,24/05/2025,24/05/2025,OSR SGB,Trasporto pubblico locale,PERSONALE SOC. MOM DI TREVISO,4 ORE: DALLE 17.30 ALLE 21.30,Locale,null,13/05/2025,Veneto,Treviso,13/05/2025 12:22,2025-05-24,2025-05-24
Effettuato,23/05/2025,23/05/2025,ASSEMBLEA NAZIONALE PDM/PDB GRUPPO FSI,Ferroviario,PERSONALE DI MACCHINA E DI BORDO DEL GRUPPO FERROVIE DELLO STATO ITALIANE,8 ORE: DALLE 09.00 ALLE 17.00,Nazionale,null,13/05/2025,Italia,Tutte,13/05/2025 15:39,2025-05-23,2025-05-23
"Revocato (include le azioni di revoca, sospensione e differimento)",23/05/2025,23/05/2025,OSR FAISA-CONFAIL,Trasporto pubblico locale,PERSONALE CONTROL ROOM DIVISIONE TRASPORTO FERROVIARIO SOC. EAV DI NAPOLI,4 ORE: DALLE 08.30 ALLE 12.30,Locale,null,17/04/2025,Campania,Napoli,17/04/2025 13:06,2025-05-23,2025-05-23
Effettuato,23/05/2025,23/05/2025,SGB,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 23 ORE DALLE 01.00 ALLE 23.59; *TPL: INTERA PRESTAZIONE DEL 23/5,Nazionale,"*PER TPL SOCC. GTT, TRENTINO TRASP., FERR. UDINE CIVIDALE, FERR. SUD EST, SIST. TERRITORIALI, TRASP. FERR.TOSCANO, F.A.S. - TUA, EAV, FERROTRAMVIARIA, FERR. GARGANO, FERR. CALABRIA",13/05/2025,Italia,Tutte,13/05/2025 10:49,2025-05-23,2025-05-23
Effettuato,23/05/2025,23/05/2025,USB LAVORO PRIVATO,Plurisettoriale,PERSONALE IMPRESE COMPARTO FERROVIARIO,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 23 ORE DALLE 01.00 ALLE 23.59; *TPL: INTERA PRESTAZIONE DEL 23/5,Nazionale,"*PER TPL SOCC. GTT, FERR. UDINE CIVIDALE, SIST. TERRITORIALI, TRASP. FERR.TOSCANO, F.A.S. - TUA, EAV, FERROTRAMVIARIA, FERR. GARGANO, FERR. CALABRIA, FERR. SUD EST",13/05/2025,Italia,Tutte,13/05/2025 15:16,2025-05-23,2025-05-23
"Revocato (include le azioni di revoca, sospensione e differimento)",20/05/2025,21/05/2025,FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/FAST-CONFSAL,Trasporto merci,PERSONALE VIAGGIANTE TRASPORTO MERCI SU FERRO SOC. GTS RAIL,24 ORE: DALLE 16.01 DEL 20/5 ALLE 16.00 DEL 21/5,Nazionale,null,07/04/2025,Italia,Tutte,07/04/2025 12:30,2025-05-20,2025-05-21
Effettuato,20/05/2025,20/05/2025,OSR FILT-CGIL/FIT-CISL/UGL AUTOFERRO/FAISA-CISAL/USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE DIPENDENTE AZIENDE TPL REGIONE MOLISE,4 ORE: DALLE 19.00 ALLE 23.00,Regionale,null,12/04/2025,Molise,Tutte,14/04/2025 09:47,2025-05-20,2025-05-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/05/2025,20/05/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. CONEROBUS DI ANCONA,4 ORE: DALLE 11.30 ALLE 15.30,Locale,null,07/05/2025,Marche,Ancona,07/05/2025 16:13,2025-05-20,2025-05-20
Effettuato,20/05/2025,20/05/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE: VARIE MODALITA',Regionale,null,06/05/2025,Umbria,Tutte,06/05/2025 10:52,2025-05-20,2025-05-20
"Revocato (include le azioni di revoca, sospensione e differimento)",19/05/2025,19/05/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. CONTRAM DI MACERATA,4 ORE: DALLE 11.30 ALLE 15.30,Regionale,null,28/03/2025,Marche,Tutte,28/03/2025 13:47,2025-05-19,2025-05-19
Effettuato,19/05/2025,19/05/2025,RSA FIT-CISL/FAISA-CISAL/ORSA TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. ATM DI MESSINA,24 ORE,Locale,null,23/04/2025,Sicilia,Messina,23/04/2025 10:49,2025-05-19,2025-05-19
"Revocato (include le azioni di revoca, sospensione e differimento)",18/05/2025,18/05/2025,USB LAVORO PRIVATO,Aereo,PERSONALE NAVIGANTE SOC. EASYJET AIRLINES,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,05/05/2025,Italia,Tutte,05/05/2025 12:20,2025-05-18,2025-05-18
"Revocato (include le azioni di revoca, sospensione e differimento)",17/05/2025,17/05/2025,ASSEMBLEA NAZIONALE PDM/PDB GRUPPO FSI,Ferroviario,PERSONALE DI MACCHINA E DI BORDO DEL GRUPPO FERROVIE DELLO STATO ITALIANE,8 ORE: DALLE 09.00 ALLE 17.00,Nazionale,null,07/05/2025,Italia,Tutte,07/05/2025 14:42,2025-05-17,2025-05-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/05/2025,17/05/2025,CUB TRASPORTI,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 23 ORE DALLE 01.00 ALLE 23.59; TPL: 24 ORE,Nazionale,null,30/04/2025,Italia,Tutte,30/04/2025 11:45,2025-05-17,2025-05-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/05/2025,18/05/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA,23 ORE: DALLE 03.00 DEL 17/5 ALLE 02.00 DEL 18/5,Regionale,null,17/04/2025,Piemonte,Tutte,17/04/2025 13:36,2025-05-17,2025-05-18
"Revocato (include le azioni di revoca, sospensione e differimento)",17/05/2025,18/05/2025,OSR ORSA FERROVIE,Ferroviario,"PERSONALE SOC. TRENITALIA ADDETTO A VENDITA, ASSISTENZA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA",23 ORE: DALLE 03.00 DEL 17/5 ALLE 02.00 DEL 18/5,Regionale,null,17/04/2025,Piemonte,Tutte,17/04/2025 13:36,2025-05-17,2025-05-18
"Revocato (include le azioni di revoca, sospensione e differimento)",17/05/2025,18/05/2025,OSR UILT-UIL,Ferroviario,PERSONALE SOC. RFI SALA CIRCOLAZIONE E ORARIO DI CAGLIARI E UNITA' CIRCOLAZIONE SARDEGNA,24 ORE: DALLE 21.00 DEL 17/5 ALLE 20.59 DEL 18/5,Regionale,null,24/03/2025,Sardegna,Tutte,24/03/2025 22:13,2025-05-17,2025-05-18
Effettuato,17/05/2025,17/05/2025,RSA UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,24 ORE,Territoriale,null,30/04/2025,Liguria,Genova,30/04/2025 14:13,2025-05-17,2025-05-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/05/2025,17/05/2025,SGB,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 23 ORE DALLE 01.00 ALLE 23.59; *TPL: INTERA PRESTAZIONE DEL 17/5,Nazionale,"ESCLUSO SETTORE MAN. INFRASTRUTTURE SOC. RFI - *PER TPL SOCC. GTT, TRENTINO TRASP., FERR. UDINE CIVIDALE, FERR. SUD EST, SIST. TERRITORIALI, TRASP. FERR.TOSCANO, F.A.S. - TUA, EAV, FERROTRAMVIARIA, FERR. GARGANO, FERR. CALABRIA",07/05/2025,Italia,Tutte,07/05/2025 00:01,2025-05-17,2025-05-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/05/2025,17/05/2025,USB LAVORO PRIVATO,Plurisettoriale,PERSONALE IMPRESE COMPARTO FERROVIARIO,23 ORE: DALLE 00.00 ALLE 23.00,Nazionale,"PER TPL SOCC. GTT, FERR. UDINE CIVIDALE, SIST. TERRITORIALI, TRASP. FERR.TOSCANO, FERR. ADR. SANGRITANA - TUA, FERROTRAMVIARIA, FERR. DEL GARGANO",30/04/2025,Italia,Tutte,30/04/2025 12:41,2025-05-17,2025-05-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/05/2025,17/05/2025,USB LAVORO PRIVATO,Plurisettoriale,PERSONALE IMPRESE COMPARTO FERROVIARIO,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 23 ORE DALLE 01.00 ALLE 23.59; *TPL: INTERA PRESTAZIONE DEL 17/5,Nazionale,"*PER TPL SOCC. GTT, FERR. UDINE CIVIDALE, SIST. TERRITORIALI, TRASP. FERR.TOSCANO, F.A.S. - TUA, EAV, FERROTRAMVIARIA, FERR. GARGANO, FERR. CALABRIA, FERR. SUD EST",07/05/2025,Italia,Tutte,07/05/2025 00:05,2025-05-17,2025-05-17
"Revocato (include le azioni di revoca, sospensione e differimento)",13/05/2025,13/05/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE: VARIE MODALITA',Regionale,null,29/04/2025,Umbria,Tutte,29/04/2025 09:57,2025-05-13,2025-05-13
Effettuato,11/05/2025,11/05/2025,OSR ORSA TRASPORTI AUTOFERRO TPL,Trasporto pubblico locale,"PERSONALE VIAGGIANTE (MACCHINISTI, CAPITRENO E COORD.RI MOBILITA') DELLA SOC. EAV DI NAPOLI",24 ORE,Locale,null,01/04/2025,Campania,Napoli,01/04/2025 19:06,2025-05-11,2025-05-11
"Revocato (include le azioni di revoca, sospensione e differimento)",09/05/2025,09/05/2025,CUB TRASPORTI,Aereo,"LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO AEROPORTI",4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,03/04/2025,Italia,Tutte,03/04/2025 12:08,2025-05-09,2025-05-09
Effettuato,09/05/2025,09/05/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE AZIENDE HANDLING ASSOCIATE ASSOHANDLERS OPERANTI NEI SEDIMI AEROPORTUALI ITALIANI,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,14/04/2025,Italia,Tutte,14/04/2025 17:47,2025-05-09,2025-05-09
Effettuato,09/05/2025,09/05/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE SOC. AVIATION SERVICES AEROPORTO DI VENEZIA,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,22/04/2025,Italia,Tutte,22/04/2025 16:33,2025-05-09,2025-05-09
Effettuato,09/05/2025,09/05/2025,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BRESCIA TRASPORTI DI BRESCIA,4 ORE: DALLE 17.30 ALLE 21.30,Locale,null,09/04/2025,Lombardia,Brescia,09/04/2025 12:18,2025-05-09,2025-05-09
"Revocato (include le azioni di revoca, sospensione e differimento)",09/05/2025,09/05/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMTS DI CATANIA,24 ORE,Locale,ASTENSIONE DAL LAVORO STRAORDINARIO PERIODI DAL 02 AL 08/05/2025 E DAL 10 AL 31/05/2025,02/04/2025,Sicilia,Catania,02/04/2025 15:20,2025-05-09,2025-05-09
Effettuato,09/05/2025,09/05/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMTS DI CATANIA,24 ORE,Locale,ASTENSIONE DAL LAVORO STRAORDINARIO  DAL 02 05 2025 AL 31/05/2025,11/04/2025,Sicilia,Catania,11/04/2025 10:37,2025-05-09,2025-05-09
Effettuato,09/05/2025,09/05/2025,OSP ORSA TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. BRESCIA TRASPORTI DI BRESCIA,4 ORE: DALLE 17.30 ALLE 21.30,Locale,null,09/04/2025,Lombardia,Brescia,09/04/2025 11:52,2025-05-09,2025-05-09
Effettuato,09/05/2025,09/05/2025,OST CUB TRASPORTI,Aereo,PERSONALE SOC. SWISSPORT ITALIA AEROPORTO DI MILANO LINATE,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,"ASTENSIONE DAL LAVORO STRAORDINARIO PERIODO 6-8, 10-14,17,20-23, 28 05 2025 E 3-4, 3-24 06 2025",16/04/2025,Italia,Tutte,16/04/2025 13:19,2025-05-09,2025-05-09
Effettuato,08/05/2025,09/05/2025,OSR FILT-CGIL,Circolazione e sicurezza stradale,PERSONALE SOC. SITAF CONCESSIONARIA AUTOSTRADA A32 TORINO-BARDONECCHIA,4 ORE DALLE 22.00 DELL'8/5 ALLE 22.00 DEL 9/5,Locale,null,25/03/2025,Piemonte,Torino,25/03/2025 09:32,2025-05-08,2025-05-09
Effettuato,07/05/2025,07/05/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. TUA REGIONE ABRUZZO,4 ORE: DALLE 09.00 ALLE 13.00,Regionale,null,28/03/2025,Abruzzo,Tutte,30/03/2025 20:10,2025-05-07,2025-05-07
Effettuato,07/05/2025,07/05/2025,OSR UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. TUA AREA METROPOLITANA DI CHIETI/PESCARA,4 ORE: DALLE 9.00 ALLE 13.00,Provinciale,null,09/04/2025,Abruzzo,Pescara,09/04/2025 10:21,2025-05-07,2025-05-07
Effettuato,07/05/2025,07/05/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,"PERSONALE SOC. AUTOGUIDOVIE PROVINCE DI MILANO, PAVIA, CREMONA, MONZA E DELLA BRIANZA",4 ORE: DALLE 11.00 ALLE 15.00,Territoriale,null,09/04/2025,Lombardia,Tutte,09/04/2025 15:01,2025-05-07,2025-05-07
Effettuato,06/05/2025,06/05/2025,FILT-CGIL/FIT-CISL/UILT-UIL,Plurisettoriale,"PERSONALE IMPRESE FERROVIARIE, SERVIZI FERROVIARI E GESTORE INFRASTRUTTURA FERROVIARIA",8 ORE: DALLE 09.01 ALLE 17.00,Nazionale,null,20/03/2025,Italia,Tutte,20/03/2025 00:00,2025-05-06,2025-05-06
"Revocato (include le azioni di revoca, sospensione e differimento)",06/05/2025,07/05/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENORD,23 ORE: DALLE 03.00 DEL 6/5 ALLE 02.00 DEL 7/5,Regionale,null,06/03/2025,Lombardia,Tutte,06/03/2025 19:25,2025-05-06,2025-05-07
